county,precinct,office,district,candidate,party,votes,election_day,mail,military,provisional,emergency
Sussex,0001 ANDOVER BORO,FREEHOLDER,,Herbert J. Yardley,REP,206,0,200,0,6,0
Sussex,0001 ANDOVER BORO,FREEHOLDER,,Write-ins,,3,0,3,0,0,0
Sussex,0001 ANDOVER BORO,FREEHOLDER,,Over Votes,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,FREEHOLDER,,Under Votes,,20,0,20,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER BORO COUNCIL,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER BORO COUNCIL,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER BORO COUNCIL,,John Hoag,REP,227,0,223,0,4,0
Sussex,0001 ANDOVER BORO,ANDOVER BORO COUNCIL,,Lynn T. Delfing,REP,237,0,232,0,5,0
Sussex,0001 ANDOVER BORO,ANDOVER BORO COUNCIL,,Write-ins,,22,0,22,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER BORO COUNCIL,,Over Votes,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER BORO COUNCIL,,Under Votes,,226,0,215,0,11,0
Sussex,0001 ANDOVER BORO,ANDOVER REGIONAL BOE/ANDOVER BORO,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER REGIONAL BOE/ANDOVER BORO,,Write-ins,,50,0,50,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER REGIONAL BOE/ANDOVER BORO,,Over Votes,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,ANDOVER REGIONAL BOE/ANDOVER BORO,,Under Votes,,306,0,296,0,10,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,226,0,223,0,3,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,125,0,119,0,6,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,5,0,4,0,1,0
Sussex,0001 ANDOVER BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,256,0,247,0,9,0
Sussex,0001 ANDOVER BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,89,0,88,0,1,0
Sussex,0001 ANDOVER BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,11,0,11,0,0,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,174,0,169,0,5,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,155,0,151,0,4,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,0,0,0,0,0,0
Sussex,0001 ANDOVER BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,27,0,26,0,1,0
Sussex,0002 ANDOVER TWP,Registered Voters,,,,4558,,,,,
Sussex,0002 ANDOVER TWP,Ballots Cast,,,,3603,0,3520,4,79,0
Sussex,0002 ANDOVER TWP,President,,Biden / Harris,DEM,1424,0,1397,1,26,0
Sussex,0002 ANDOVER TWP,President,,Trump / Pence,REP,2061,0,2008,3,50,0
Sussex,0002 ANDOVER TWP,President,,La Riva / Freeman,SAL,5,0,5,0,0,0
Sussex,0002 ANDOVER TWP,President,,Blankenship / Mohr,CST,1,0,1,0,0,0
Sussex,0002 ANDOVER TWP,President,,Jorgensen / Cohen,LIB,41,0,39,0,2,0
Sussex,0002 ANDOVER TWP,President,,Hammons / Bodenstab,UPA,4,0,4,0,0,0
Sussex,0002 ANDOVER TWP,President,,Hawkins / Walker,GRN,13,0,13,0,0,0
Sussex,0002 ANDOVER TWP,President,,De La Fuente / Richardson,ALL,2,0,2,0,0,0
Sussex,0002 ANDOVER TWP,President,,Write-ins,,20,0,20,0,0,0
Sussex,0002 ANDOVER TWP,President,,Over Votes,,9,0,8,0,1,0
Sussex,0002 ANDOVER TWP,President,,Under Votes,,23,0,23,0,0,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,Cory Booker,DEM,1402,0,1374,2,26,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,1991,0,1943,2,46,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,Madelyn R. Hoffman,GRN,85,0,81,0,4,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,Veronica Fernandez,OBF,31,0,29,0,2,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,Daniel Burke,LWR,10,0,10,0,0,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,Write-ins,,3,0,3,0,0,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,Over Votes,,5,0,5,0,0,0
Sussex,0002 ANDOVER TWP,U.S. Senate,,Under Votes,,76,0,75,0,1,0
Sussex,0002 ANDOVER TWP,U.S. House,5,Josh Gottheimer,DEM,1461,0,1431,2,28,0
Sussex,0002 ANDOVER TWP,U.S. House,5,Frank T. Pallotta,REP,1972,0,1925,2,45,0
Sussex,0002 ANDOVER TWP,U.S. House,5,Louis A. Vellucci,AV,79,0,75,0,4,0
Sussex,0002 ANDOVER TWP,U.S. House,5,Write-ins,,7,0,7,0,0,0
Sussex,0002 ANDOVER TWP,U.S. House,5,Over Votes,,5,0,5,0,0,0
Sussex,0002 ANDOVER TWP,U.S. House,5,Under Votes,,79,0,77,0,2,0
Sussex,0002 ANDOVER TWP,FREEHOLDER,,Robert J. Slockbower,DEM,1307,0,1280,0,27,0
Sussex,0002 ANDOVER TWP,FREEHOLDER,,Herbert J. Yardley,REP,2115,0,2063,2,50,0
Sussex,0002 ANDOVER TWP,FREEHOLDER,,Write-ins,,15,0,13,2,0,0
Sussex,0002 ANDOVER TWP,FREEHOLDER,,Over Votes,,6,0,6,0,0,0
Sussex,0002 ANDOVER TWP,FREEHOLDER,,Under Votes,,160,0,158,0,2,0
Sussex,0002 ANDOVER TWP,ANDOVER TWP COMMITTEE,,David Kolstad,DEM,1490,0,1458,1,31,0
Sussex,0002 ANDOVER TWP,ANDOVER TWP COMMITTEE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0002 ANDOVER TWP,ANDOVER TWP COMMITTEE,,John Carafello,REP,2021,0,1975,2,44,0
Sussex,0002 ANDOVER TWP,ANDOVER TWP COMMITTEE,,Thomas D. Walsh Jr.,REP,2090,0,2045,3,42,0
Sussex,0002 ANDOVER TWP,ANDOVER TWP COMMITTEE,,Write-ins,,103,0,100,2,1,0
Sussex,0002 ANDOVER TWP,ANDOVER TWP COMMITTEE,,Over Votes,,0,0,0,0,0,0
Sussex,0002 ANDOVER TWP,ANDOVER TWP COMMITTEE,,Under Votes,,1502,0,1462,0,40,0
Sussex,0002 ANDOVER TWP,ANDOVER REGIONAL BOE/ANDOVER TWP,,Robert Koroski,,2347,0,2302,1,44,0
Sussex,0002 ANDOVER TWP,ANDOVER REGIONAL BOE/ANDOVER TWP,,Maria Dunbar,,2556,0,2502,1,53,0
Sussex,0002 ANDOVER TWP,ANDOVER REGIONAL BOE/ANDOVER TWP,,Write-ins,,133,0,125,3,5,0
Sussex,0002 ANDOVER TWP,ANDOVER REGIONAL BOE/ANDOVER TWP,,Over Votes,,4,0,4,0,0,0
Sussex,0002 ANDOVER TWP,ANDOVER REGIONAL BOE/ANDOVER TWP,,Under Votes,,2166,0,2107,3,56,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,2306,0,2239,4,63,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,1239,0,1223,0,16,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,0,0,0,0,0,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,58,0,58,0,0,0
Sussex,0002 ANDOVER TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,2619,0,2561,2,56,0
Sussex,0002 ANDOVER TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,889,0,868,2,19,0
Sussex,0002 ANDOVER TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,5,0,5,0,0,0
Sussex,0002 ANDOVER TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,90,0,86,0,4,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,1780,0,1735,2,43,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,1586,0,1555,2,29,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,2,0,2,0,0,0
Sussex,0002 ANDOVER TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,235,0,228,0,7,0
Sussex,0003 BRANCHVILLE BORO,Registered Voters,,,,618,,,,,
Sussex,0003 BRANCHVILLE BORO,Ballots Cast,,,,475,0,459,1,15,0
Sussex,0003 BRANCHVILLE BORO,President,,Biden / Harris,DEM,185,0,178,0,7,0
Sussex,0003 BRANCHVILLE BORO,President,,Trump / Pence,REP,277,0,270,1,6,0
Sussex,0003 BRANCHVILLE BORO,President,,La Riva / Freeman,SAL,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,President,,Blankenship / Mohr,CST,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,President,,Jorgensen / Cohen,LIB,4,0,3,0,1,0
Sussex,0003 BRANCHVILLE BORO,President,,Hammons / Bodenstab,UPA,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,President,,Hawkins / Walker,GRN,4,0,3,0,1,0
Sussex,0003 BRANCHVILLE BORO,President,,De La Fuente / Richardson,ALL,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,President,,Write-ins,,2,0,2,0,0,0
Sussex,0003 BRANCHVILLE BORO,President,,Over Votes,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,President,,Under Votes,,3,0,3,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,Cory Booker,DEM,190,0,184,0,6,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,259,0,252,1,6,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,Madelyn R. Hoffman,GRN,8,0,7,0,1,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,Veronica Fernandez,OBF,2,0,2,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,Daniel Burke,LWR,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. Senate,,Under Votes,,15,0,13,0,2,0
Sussex,0003 BRANCHVILLE BORO,U.S. House,5,Josh Gottheimer,DEM,204,0,196,0,8,0
Sussex,0003 BRANCHVILLE BORO,U.S. House,5,Frank T. Pallotta,REP,249,0,244,1,4,0
Sussex,0003 BRANCHVILLE BORO,U.S. House,5,Louis A. Vellucci,AV,6,0,6,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. House,5,Write-ins,,1,0,1,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. House,5,Over Votes,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,U.S. House,5,Under Votes,,15,0,12,0,3,0
Sussex,0003 BRANCHVILLE BORO,FREEHOLDER,,Robert J. Slockbower,DEM,162,0,155,0,7,0
Sussex,0003 BRANCHVILLE BORO,FREEHOLDER,,Herbert J. Yardley,REP,275,0,269,1,5,0
Sussex,0003 BRANCHVILLE BORO,FREEHOLDER,,Write-ins,,2,0,2,0,0,0
Sussex,0003 BRANCHVILLE BORO,FREEHOLDER,,Over Votes,,1,0,1,0,0,0
Sussex,0003 BRANCHVILLE BORO,FREEHOLDER,,Under Votes,,35,0,32,0,3,0
Sussex,0003 BRANCHVILLE BORO,BRANCHVILLE BORO COUNCIL,,Mary C. Whitesell,DEM,289,0,281,0,8,0
Sussex,0003 BRANCHVILLE BORO,BRANCHVILLE BORO COUNCIL,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,BRANCHVILLE BORO COUNCIL,,Beverly Bathgate,REP,340,0,331,1,8,0
Sussex,0003 BRANCHVILLE BORO,BRANCHVILLE BORO COUNCIL,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,BRANCHVILLE BORO COUNCIL,,Write-ins,,37,0,37,0,0,0
Sussex,0003 BRANCHVILLE BORO,BRANCHVILLE BORO COUNCIL,,Over Votes,,2,0,2,0,0,0
Sussex,0003 BRANCHVILLE BORO,BRANCHVILLE BORO COUNCIL,,Under Votes,,282,0,267,1,14,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 3YR,,Michaela Meinecke-Perez,,291,0,281,1,9,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 3YR,,Raymond Castellani III,,294,0,289,1,4,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 3YR,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 3YR,,Write-ins,,46,0,46,0,0,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 3YR,,Over Votes,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 3YR,,Under Votes,,794,0,761,1,32,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 1YR,,Mary Bowers,,275,0,266,1,8,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 1YR,,Andrew Lubchansky,,270,0,264,1,5,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 1YR,,Write-ins,,10,0,10,0,0,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 1YR,,Over Votes,,2,0,2,0,0,0
Sussex,0003 BRANCHVILLE BORO,FRANKFORD TWP BOE MEMBER 1YR,,Under Votes,,393,0,376,0,17,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,290,0,276,0,14,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,175,0,174,1,0,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,10,0,9,0,1,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,368,0,358,1,9,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,95,0,91,0,4,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,12,0,10,0,2,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,232,0,223,0,9,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,210,0,206,1,3,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,0,0,0,0,0,0
Sussex,0003 BRANCHVILLE BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,33,0,30,0,3,0
Sussex,0004 BYRAM TWP,Registered Voters,,,,6638,,,,,
Sussex,0004 BYRAM TWP,Ballots Cast,,,,5300,0,5180,2,118,0
Sussex,0004 BYRAM TWP,President,,Biden / Harris,DEM,2099,0,2062,1,36,0
Sussex,0004 BYRAM TWP,President,,Trump / Pence,REP,3036,0,2958,1,77,0
Sussex,0004 BYRAM TWP,President,,La Riva / Freeman,SAL,6,0,6,0,0,0
Sussex,0004 BYRAM TWP,President,,Blankenship / Mohr,CST,7,0,7,0,0,0
Sussex,0004 BYRAM TWP,President,,Jorgensen / Cohen,LIB,72,0,70,0,2,0
Sussex,0004 BYRAM TWP,President,,Hammons / Bodenstab,UPA,9,0,9,0,0,0
Sussex,0004 BYRAM TWP,President,,Hawkins / Walker,GRN,19,0,19,0,0,0
Sussex,0004 BYRAM TWP,President,,De La Fuente / Richardson,ALL,2,0,2,0,0,0
Sussex,0004 BYRAM TWP,President,,Write-ins,,15,0,14,0,1,0
Sussex,0004 BYRAM TWP,President,,Over Votes,,12,0,11,0,1,0
Sussex,0004 BYRAM TWP,President,,Under Votes,,23,0,22,0,1,0
Sussex,0004 BYRAM TWP,U.S. Senate,,Cory Booker,DEM,2033,0,1988,1,44,0
Sussex,0004 BYRAM TWP,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,2956,0,2893,1,62,0
Sussex,0004 BYRAM TWP,U.S. Senate,,Madelyn R. Hoffman,GRN,108,0,106,0,2,0
Sussex,0004 BYRAM TWP,U.S. Senate,,Veronica Fernandez,OBF,28,0,27,0,1,0
Sussex,0004 BYRAM TWP,U.S. Senate,,Daniel Burke,LWR,16,0,13,0,3,0
Sussex,0004 BYRAM TWP,U.S. Senate,,Write-ins,,7,0,7,0,0,0
Sussex,0004 BYRAM TWP,U.S. Senate,,Over Votes,,6,0,6,0,0,0
Sussex,0004 BYRAM TWP,U.S. Senate,,Under Votes,,146,0,140,0,6,0
Sussex,0004 BYRAM TWP,U.S. House,11,Mikie Sherrill,DEM,2098,0,2059,1,38,0
Sussex,0004 BYRAM TWP,U.S. House,11,Rosemary Becchi,REP,3011,0,2938,1,72,0
Sussex,0004 BYRAM TWP,U.S. House,11,Write-ins,,16,0,15,0,1,0
Sussex,0004 BYRAM TWP,U.S. House,11,Over Votes,,3,0,3,0,0,0
Sussex,0004 BYRAM TWP,U.S. House,11,Under Votes,,172,0,165,0,7,0
Sussex,0004 BYRAM TWP,FREEHOLDER,,Robert J. Slockbower,DEM,1852,0,1814,1,37,0
Sussex,0004 BYRAM TWP,FREEHOLDER,,Herbert J. Yardley,REP,3079,0,3009,1,69,0
Sussex,0004 BYRAM TWP,FREEHOLDER,,Write-ins,,16,0,14,0,2,0
Sussex,0004 BYRAM TWP,FREEHOLDER,,Over Votes,,2,0,2,0,0,0
Sussex,0004 BYRAM TWP,FREEHOLDER,,Under Votes,,351,0,341,0,10,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 3YR,,Katy Cherry,,3346,0,3269,2,75,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 3YR,,Shelley Credidio,,3401,0,3326,2,73,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 3YR,,Write-ins,,121,0,118,0,3,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 3YR,,Over Votes,,4,0,4,0,0,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 3YR,,Under Votes,,3728,0,3643,0,85,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 1YR,,Steven E. McHugh Sr,,3525,0,3442,2,81,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 1YR,,Write-ins,,63,0,60,0,3,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 1YR,,Over Votes,,1,0,1,0,0,0
Sussex,0004 BYRAM TWP,LENAPE VLY/BYRAM REGIONAL HS BOE 1YR,,Under Votes,,1711,0,1677,0,34,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Mary Ann Risley,,1874,0,1839,2,33,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Julie Lucente,,1737,0,1698,1,38,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,James McBain,,1936,0,1903,1,32,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Kate Lynn Brady,,1546,0,1513,0,33,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Allyson Botto,,1668,0,1633,2,33,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Alicia Henry,,1491,0,1467,0,24,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Write-ins,,66,0,60,0,6,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Over Votes,,18,0,18,0,0,0
Sussex,0004 BYRAM TWP,BYRAM TWP BOE MEMBER,,Under Votes,,5564,0,5409,0,155,0
Sussex,0004 BYRAM TWP,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,3551,0,3466,2,83,0
Sussex,0004 BYRAM TWP,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,1624,0,1594,0,30,0
Sussex,0004 BYRAM TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,1,0,1,0,0,0
Sussex,0004 BYRAM TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,124,0,119,0,5,0
Sussex,0004 BYRAM TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,3757,0,3664,2,91,0
Sussex,0004 BYRAM TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,1352,0,1331,0,21,0
Sussex,0004 BYRAM TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,3,0,3,0,0,0
Sussex,0004 BYRAM TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,188,0,182,0,6,0
Sussex,0004 BYRAM TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,2511,0,2440,2,69,0
Sussex,0004 BYRAM TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,2356,0,2318,0,38,0
Sussex,0004 BYRAM TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,2,0,2,0,0,0
Sussex,0004 BYRAM TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,431,0,420,0,11,0
Sussex,0005 FRANKFORD TWP,Registered Voters,,,,4353,,,,,
Sussex,0005 FRANKFORD TWP,Ballots Cast,,,,3522,0,3459,3,60,0
Sussex,0005 FRANKFORD TWP,President,,Biden / Harris,DEM,1138,0,1116,3,19,0
Sussex,0005 FRANKFORD TWP,President,,Trump / Pence,REP,2285,0,2248,0,37,0
Sussex,0005 FRANKFORD TWP,President,,La Riva / Freeman,SAL,5,0,5,0,0,0
Sussex,0005 FRANKFORD TWP,President,,Blankenship / Mohr,CST,4,0,4,0,0,0
Sussex,0005 FRANKFORD TWP,President,,Jorgensen / Cohen,LIB,35,0,34,0,1,0
Sussex,0005 FRANKFORD TWP,President,,Hammons / Bodenstab,UPA,5,0,4,0,1,0
Sussex,0005 FRANKFORD TWP,President,,Hawkins / Walker,GRN,15,0,15,0,0,0
Sussex,0005 FRANKFORD TWP,President,,De La Fuente / Richardson,ALL,4,0,3,0,1,0
Sussex,0005 FRANKFORD TWP,President,,Write-ins,,17,0,16,0,1,0
Sussex,0005 FRANKFORD TWP,President,,Over Votes,,4,0,4,0,0,0
Sussex,0005 FRANKFORD TWP,President,,Under Votes,,11,0,11,0,0,0
Sussex,0005 FRANKFORD TWP,U.S. Senate,,Cory Booker,DEM,1131,0,1113,2,16,0
Sussex,0005 FRANKFORD TWP,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,2176,0,2141,1,34,0
Sussex,0005 FRANKFORD TWP,U.S. Senate,,Madelyn R. Hoffman,GRN,71,0,68,0,3,0
Sussex,0005 FRANKFORD TWP,U.S. Senate,,Veronica Fernandez,OBF,16,0,13,0,3,0
