county,precinct,office,district,party,candidate,votes,early_voting,mail,provisional,election_day
Atlantic,Egg Harbor City W2 D2,Members of the Local Board of Ed,,BOE,BOE Dawn M. LEEDS-SMITH,91,22,18,3,48
Atlantic,Egg Harbor City W2 D3,Members of the Local Board of Ed,,BOE,BOE Dawn M. LEEDS-SMITH,76,11,8,1,56
Atlantic,Egg Harbor City W1 D1,Members of the Local Board of Ed,,,WRITE-IN,1,0,1,0,0
Atlantic,Egg Harbor City W1 D2,Members of the Local Board of Ed,,,WRITE-IN,4,0,0,0,4
Atlantic,Egg Harbor City W1 D3,Members of the Local Board of Ed,,,WRITE-IN,5,0,0,0,5
Atlantic,Egg Harbor City W2 D1,Members of the Local Board of Ed,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W2 D2,Members of the Local Board of Ed,,,WRITE-IN,1,0,0,0,1
Atlantic,Egg Harbor City W2 D3,Members of the Local Board of Ed,,,WRITE-IN,3,0,2,0,1
Atlantic,Egg Harbor Township D01,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",637,274,64,5,294
Atlantic,Egg Harbor Township D02,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",566,192,46,3,325
Atlantic,Egg Harbor Township D03,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",661,322,58,9,272
Atlantic,Egg Harbor Township D04,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",754,273,57,7,417
Atlantic,Egg Harbor Township D05,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",874,331,67,4,472
Atlantic,Egg Harbor Township D06,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",579,217,39,11,312
Atlantic,Egg Harbor Township D07,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",571,204,28,14,325
Atlantic,Egg Harbor Township D08,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",410,108,29,9,264
Atlantic,Egg Harbor Township D09,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",850,306,71,25,448
Atlantic,Egg Harbor Township D10,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",531,190,47,12,282
Atlantic,Egg Harbor Township D11,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",626,240,63,12,311
Atlantic,Egg Harbor Township D12,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",326,102,48,9,167
Atlantic,Egg Harbor Township D13,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",123,26,14,4,79
Atlantic,Egg Harbor Township D14,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",139,17,10,5,107
Atlantic,Egg Harbor Township D15,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",385,110,34,11,230
Atlantic,Egg Harbor Township D16,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",361,90,31,5,235
Atlantic,Egg Harbor Township D17,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",859,320,88,9,442
Atlantic,Egg Harbor Township D18,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",731,252,58,7,414
Atlantic,Egg Harbor Township D19,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",740,326,107,10,297
Atlantic,Egg Harbor Township D20,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",576,181,47,11,337
Atlantic,Egg Harbor Township D21,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",807,286,70,21,430
Atlantic,Egg Harbor Township D22,Township Committee,,REP,"REP Ray R. ELLIS, Jr.",534,199,37,13,285
Atlantic,Egg Harbor Township D01,Township Committee,,REP,William PAULS,623,268,63,5,287
Atlantic,Egg Harbor Township D02,Township Committee,,REP,William PAULS,531,172,50,3,306
Atlantic,Egg Harbor Township D03,Township Committee,,REP,William PAULS,637,321,62,10,244
Atlantic,Egg Harbor Township D04,Township Committee,,REP,William PAULS,714,257,57,6,394
Atlantic,Egg Harbor Township D05,Township Committee,,REP,William PAULS,838,319,67,3,449
Atlantic,Egg Harbor Township D06,Township Committee,,REP,William PAULS,539,203,38,9,289
Atlantic,Egg Harbor Township D07,Township Committee,,REP,William PAULS,531,191,26,10,304
Atlantic,Egg Harbor Township D08,Township Committee,,REP,William PAULS,375,96,26,10,243
Atlantic,Egg Harbor Township D09,Township Committee,,REP,William PAULS,808,303,66,20,419
Atlantic,Egg Harbor Township D10,Township Committee,,REP,William PAULS,498,187,38,11,262
Atlantic,Egg Harbor Township D11,Township Committee,,REP,William PAULS,583,221,60,10,292
Atlantic,Egg Harbor Township D12,Township Committee,,REP,William PAULS,272,84,36,7,145
Atlantic,Egg Harbor Township D13,Township Committee,,REP,William PAULS,117,19,14,4,80
Atlantic,Egg Harbor Township D14,Township Committee,,REP,William PAULS,109,16,6,2,85
Atlantic,Egg Harbor Township D15,Township Committee,,REP,William PAULS,356,100,35,12,209
Atlantic,Egg Harbor Township D16,Township Committee,,REP,William PAULS,319,88,25,4,202
Atlantic,Egg Harbor Township D17,Township Committee,,REP,William PAULS,818,302,85,11,420
Atlantic,Egg Harbor Township D18,Township Committee,,REP,William PAULS,690,243,54,7,386
Atlantic,Egg Harbor Township D19,Township Committee,,REP,William PAULS,724,320,112,10,282
Atlantic,Egg Harbor Township D20,Township Committee,,REP,William PAULS,520,162,41,12,305
Atlantic,Egg Harbor Township D21,Township Committee,,REP,William PAULS,742,276,59,20,387
Atlantic,Egg Harbor Township D22,Township Committee,,REP,William PAULS,494,182,34,12,266
Atlantic,Egg Harbor Township D01,Township Committee,,DEM,James 'Bear' PESCE,345,125,87,4,129
Atlantic,Egg Harbor Township D02,Township Committee,,DEM,James 'Bear' PESCE,357,119,88,8,142
Atlantic,Egg Harbor Township D03,Township Committee,,DEM,James 'Bear' PESCE,473,200,97,8,168
Atlantic,Egg Harbor Township D04,Township Committee,,DEM,James 'Bear' PESCE,353,118,81,2,152
Atlantic,Egg Harbor Township D05,Township Committee,,DEM,James 'Bear' PESCE,510,168,110,9,223
Atlantic,Egg Harbor Township D06,Township Committee,,DEM,James 'Bear' PESCE,368,120,60,2,186
Atlantic,Egg Harbor Township D07,Township Committee,,DEM,James 'Bear' PESCE,407,122,59,6,220
Atlantic,Egg Harbor Township D08,Township Committee,,DEM,James 'Bear' PESCE,536,114,85,19,318
Atlantic,Egg Harbor Township D09,Township Committee,,DEM,James 'Bear' PESCE,679,194,131,13,341
Atlantic,Egg Harbor Township D10,Township Committee,,DEM,James 'Bear' PESCE,598,189,124,10,275
Atlantic,Egg Harbor Township D11,Township Committee,,DEM,James 'Bear' PESCE,547,188,93,21,245
Atlantic,Egg Harbor Township D12,Township Committee,,DEM,James 'Bear' PESCE,361,117,78,7,159
Atlantic,Egg Harbor Township D13,Township Committee,,DEM,James 'Bear' PESCE,149,31,27,6,85
Atlantic,Egg Harbor Township D14,Township Committee,,DEM,James 'Bear' PESCE,239,34,35,8,162
Atlantic,Egg Harbor Township D15,Township Committee,,DEM,James 'Bear' PESCE,446,92,88,12,254
Atlantic,Egg Harbor Township D16,Township Committee,,DEM,James 'Bear' PESCE,369,84,38,16,231
Atlantic,Egg Harbor Township D17,Township Committee,,DEM,James 'Bear' PESCE,645,203,161,19,262
Atlantic,Egg Harbor Township D18,Township Committee,,DEM,James 'Bear' PESCE,382,114,92,5,171
Atlantic,Egg Harbor Township D19,Township Committee,,DEM,James 'Bear' PESCE,556,196,164,6,190
Atlantic,Egg Harbor Township D20,Township Committee,,DEM,James 'Bear' PESCE,518,123,95,14,286
Atlantic,Egg Harbor Township D21,Township Committee,,DEM,James 'Bear' PESCE,446,149,89,8,200
Atlantic,Egg Harbor Township D22,Township Committee,,DEM,James 'Bear' PESCE,325,107,57,7,154
Atlantic,Egg Harbor Township D01,Township Committee,,DEM,Michael PRICE,354,126,88,4,136
Atlantic,Egg Harbor Township D02,Township Committee,,DEM,Michael PRICE,375,125,89,8,153
Atlantic,Egg Harbor Township D03,Township Committee,,DEM,Michael PRICE,500,204,100,7,189
Atlantic,Egg Harbor Township D04,Township Committee,,DEM,Michael PRICE,375,125,77,3,170
Atlantic,Egg Harbor Township D05,Township Committee,,DEM,Michael PRICE,530,173,111,10,236
Atlantic,Egg Harbor Township D06,Township Committee,,DEM,Michael PRICE,382,125,64,4,189
Atlantic,Egg Harbor Township D07,Township Committee,,DEM,Michael PRICE,435,137,60,10,228
Atlantic,Egg Harbor Township D08,Township Committee,,DEM,Michael PRICE,536,114,84,20,318
Atlantic,Egg Harbor Township D09,Township Committee,,DEM,Michael PRICE,697,195,128,16,358
Atlantic,Egg Harbor Township D10,Township Committee,,DEM,Michael PRICE,610,190,131,13,276
Atlantic,Egg Harbor Township D11,Township Committee,,DEM,Michael PRICE,567,196,95,22,254
Atlantic,Egg Harbor Township D12,Township Committee,,DEM,Michael PRICE,389,123,90,9,167
Atlantic,Egg Harbor Township D13,Township Committee,,DEM,Michael PRICE,161,33,27,7,94
Atlantic,Egg Harbor Township D14,Township Committee,,DEM,Michael PRICE,261,35,43,8,175
Atlantic,Egg Harbor Township D15,Township Committee,,DEM,Michael PRICE,461,95,87,11,268
Atlantic,Egg Harbor Township D16,Township Committee,,DEM,Michael PRICE,391,85,43,17,246
Atlantic,Egg Harbor Township D17,Township Committee,,DEM,Michael PRICE,674,215,162,20,277
Atlantic,Egg Harbor Township D18,Township Committee,,DEM,Michael PRICE,390,118,91,6,175
Atlantic,Egg Harbor Township D19,Township Committee,,DEM,Michael PRICE,561,194,168,6,193
Atlantic,Egg Harbor Township D20,Township Committee,,DEM,Michael PRICE,549,134,95,16,304
Atlantic,Egg Harbor Township D21,Township Committee,,DEM,Michael PRICE,475,156,101,9,209
Atlantic,Egg Harbor Township D22,Township Committee,,DEM,Michael PRICE,344,114,57,7,166
Atlantic,Egg Harbor Township D01,Township Committee,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor Township D02,Township Committee,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D03,Township Committee,,,WRITE-IN,6,0,1,0,5
Atlantic,Egg Harbor Township D04,Township Committee,,,WRITE-IN,3,0,0,0,3
Atlantic,Egg Harbor Township D05,Township Committee,,,WRITE-IN,1,0,0,0,1
Atlantic,Egg Harbor Township D06,Township Committee,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor Township D07,Township Committee,,,WRITE-IN,4,4,0,0,0
Atlantic,Egg Harbor Township D08,Township Committee,,,WRITE-IN,10,0,0,0,10
Atlantic,Egg Harbor Township D09,Township Committee,,,WRITE-IN,3,2,0,0,1
Atlantic,Egg Harbor Township D10,Township Committee,,,WRITE-IN,4,2,0,0,2
Atlantic,Egg Harbor Township D11,Township Committee,,,WRITE-IN,2,0,0,2,0
Atlantic,Egg Harbor Township D12,Township Committee,,,WRITE-IN,2,2,0,0,0
Atlantic,Egg Harbor Township D13,Township Committee,,,WRITE-IN,4,4,0,0,0
Atlantic,Egg Harbor Township D14,Township Committee,,,WRITE-IN,6,4,0,0,2
Atlantic,Egg Harbor Township D15,Township Committee,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D16,Township Committee,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D17,Township Committee,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D18,Township Committee,,,WRITE-IN,2,2,0,0,0
Atlantic,Egg Harbor Township D19,Township Committee,,,WRITE-IN,4,2,0,0,2
Atlantic,Egg Harbor Township D20,Township Committee,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor Township D21,Township Committee,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D22,Township Committee,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D01,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,375,158,57,2,158
Atlantic,Egg Harbor Township D02,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,413,132,70,4,207
Atlantic,Egg Harbor Township D03,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,469,226,72,4,167
Atlantic,Egg Harbor Township D04,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,476,163,49,4,260
Atlantic,Egg Harbor Township D05,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,576,219,60,4,293
Atlantic,Egg Harbor Township D06,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,405,149,40,3,213
Atlantic,Egg Harbor Township D07,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,392,143,33,5,211
Atlantic,Egg Harbor Township D08,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,243,55,34,6,148
Atlantic,Egg Harbor Township D09,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,509,170,72,9,258
Atlantic,Egg Harbor Township D10,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,404,150,46,5,203
Atlantic,Egg Harbor Township D11,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,388,144,49,11,184
Atlantic,Egg Harbor Township D12,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,206,59,33,2,112
Atlantic,Egg Harbor Township D13,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,87,23,15,4,45
Atlantic,Egg Harbor Township D14,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,98,6,11,3,78
Atlantic,Egg Harbor Township D15,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,251,68,37,7,139
Atlantic,Egg Harbor Township D16,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,260,54,22,11,173
Atlantic,Egg Harbor Township D17,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,547,196,70,11,270
Atlantic,Egg Harbor Township D18,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,484,175,52,4,253
Atlantic,Egg Harbor Township D19,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,411,150,92,3,166
Atlantic,Egg Harbor Township D20,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,350,101,43,8,198
Atlantic,Egg Harbor Township D21,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,519,198,71,11,239
Atlantic,Egg Harbor Township D22,Members of the Local Board of Ed,,BOE,BOE Barbara SZILAGYI,337,128,35,4,170
Atlantic,Egg Harbor Township D01,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,357,125,57,3,172
Atlantic,Egg Harbor Township D02,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,361,112,51,3,195
Atlantic,Egg Harbor Township D03,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,467,219,77,5,166
Atlantic,Egg Harbor Township D04,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,381,129,58,3,191
Atlantic,Egg Harbor Township D05,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,496,172,63,2,259
Atlantic,Egg Harbor Township D06,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,339,98,48,4,189
Atlantic,Egg Harbor Township D07,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,361,118,22,7,214
Atlantic,Egg Harbor Township D08,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,324,80,38,16,190
Atlantic,Egg Harbor Township D09,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,576,179,86,16,295
Atlantic,Egg Harbor Township D10,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,401,123,69,3,206
Atlantic,Egg Harbor Township D11,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,424,159,61,9,195
Atlantic,Egg Harbor Township D12,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,274,79,62,6,127
Atlantic,Egg Harbor Township D13,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,97,23,17,4,53
Atlantic,Egg Harbor Township D14,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,142,17,16,6,103
Atlantic,Egg Harbor Township D15,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,317,77,56,9,175
Atlantic,Egg Harbor Township D16,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,273,56,31,9,177
Atlantic,Egg Harbor Township D17,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,576,162,102,11,301
Atlantic,Egg Harbor Township D18,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,402,116,60,8,218
Atlantic,Egg Harbor Township D19,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,483,180,108,2,193
Atlantic,Egg Harbor Township D20,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,413,115,48,11,239
Atlantic,Egg Harbor Township D21,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,430,145,55,11,219
Atlantic,Egg Harbor Township D22,Members of the Local Board of Ed,,BOE,BOE Chad BYERS,299,102,30,2,165
Atlantic,Egg Harbor Township D01,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,235,92,30,2,111
Atlantic,Egg Harbor Township D02,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,261,82,39,3,137
Atlantic,Egg Harbor Township D03,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,284,137,42,6,99
Atlantic,Egg Harbor Township D04,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,287,101,39,4,143
Atlantic,Egg Harbor Township D05,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,308,108,39,2,159
Atlantic,Egg Harbor Township D06,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,234,87,21,4,122
Atlantic,Egg Harbor Township D07,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,229,81,20,5,123
Atlantic,Egg Harbor Township D08,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,207,51,19,3,134
Atlantic,Egg Harbor Township D09,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,322,97,36,8,181
Atlantic,Egg Harbor Township D10,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,218,80,26,2,110
Atlantic,Egg Harbor Township D11,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,249,97,25,4,123
Atlantic,Egg Harbor Township D12,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,149,47,30,6,66
Atlantic,Egg Harbor Township D13,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,52,14,8,0,30
Atlantic,Egg Harbor Township D14,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,79,6,14,2,57
Atlantic,Egg Harbor Township D15,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,153,43,22,4,84
Atlantic,Egg Harbor Township D16,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,158,35,16,3,104
Atlantic,Egg Harbor Township D17,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,302,110,33,6,153
Atlantic,Egg Harbor Township D18,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,290,94,31,3,162
Atlantic,Egg Harbor Township D19,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,280,110,56,3,111
Atlantic,Egg Harbor Township D20,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,214,63,25,5,121
Atlantic,Egg Harbor Township D21,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,331,136,38,5,152
Atlantic,Egg Harbor Township D22,Members of the Local Board of Ed,,BOE,BOE Lynnette COATES,164,66,11,3,84
Atlantic,Egg Harbor Township D01,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,220,84,45,1,90
Atlantic,Egg Harbor Township D02,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,224,73,36,3,112
Atlantic,Egg Harbor Township D03,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,336,138,56,4,138
Atlantic,Egg Harbor Township D04,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,270,97,43,2,128
Atlantic,Egg Harbor Township D05,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,398,124,69,4,201
Atlantic,Egg Harbor Township D06,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,280,106,38,3,133
Atlantic,Egg Harbor Township D07,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,277,86,34,4,153
Atlantic,Egg Harbor Township D08,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,203,51,31,8,113
Atlantic,Egg Harbor Township D09,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,387,122,72,12,181
Atlantic,Egg Harbor Township D10,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,266,86,53,5,122
Atlantic,Egg Harbor Township D11,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,271,89,58,5,119
Atlantic,Egg Harbor Township D12,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,182,55,56,2,69
Atlantic,Egg Harbor Township D13,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,65,13,12,3,37
Atlantic,Egg Harbor Township D14,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,87,13,13,1,60
Atlantic,Egg Harbor Township D15,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,210,47,32,6,125
Atlantic,Egg Harbor Township D16,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,178,41,26,3,108
Atlantic,Egg Harbor Township D17,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,431,140,85,6,200
Atlantic,Egg Harbor Township D18,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,299,87,53,2,157
Atlantic,Egg Harbor Township D19,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,323,134,69,1,119
Atlantic,Egg Harbor Township D20,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,307,96,44,9,158
Atlantic,Egg Harbor Township D21,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,291,92,57,8,134
Atlantic,Egg Harbor Township D22,Members of the Local Board of Ed,,BOE,BOE Terre ALABARDA,259,91,40,5,123
Atlantic,Egg Harbor Township D01,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,152,55,25,1,71
Atlantic,Egg Harbor Township D02,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,139,38,24,1,76
Atlantic,Egg Harbor Township D03,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,180,80,36,2,62
Atlantic,Egg Harbor Township D04,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,165,46,25,1,93
Atlantic,Egg Harbor Township D05,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,219,84,40,2,93
Atlantic,Egg Harbor Township D06,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,138,43,12,4,79
Atlantic,Egg Harbor Township D07,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,141,58,17,2,64
Atlantic,Egg Harbor Township D08,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,129,29,23,4,73
Atlantic,Egg Harbor Township D09,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,203,63,40,4,96
Atlantic,Egg Harbor Township D10,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,156,43,40,3,70
Atlantic,Egg Harbor Township D11,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,153,49,39,2,63
Atlantic,Egg Harbor Township D12,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,99,30,20,7,42
Atlantic,Egg Harbor Township D13,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,42,8,5,3,26
Atlantic,Egg Harbor Township D14,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,71,6,11,2,52
Atlantic,Egg Harbor Township D15,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,125,30,39,1,55
Atlantic,Egg Harbor Township D16,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,107,23,20,4,60
Atlantic,Egg Harbor Township D17,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,229,66,45,4,114
Atlantic,Egg Harbor Township D18,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,181,41,26,1,113
Atlantic,Egg Harbor Township D19,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,207,88,53,3,63
Atlantic,Egg Harbor Township D20,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,148,44,26,2,76
Atlantic,Egg Harbor Township D21,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,195,77,22,4,92
Atlantic,Egg Harbor Township D22,Members of the Local Board of Ed,,BOE,BOE Lori LENZI,133,53,8,3,69
Atlantic,Egg Harbor Township D01,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,198,79,28,1,90
Atlantic,Egg Harbor Township D02,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,180,64,24,0,92
Atlantic,Egg Harbor Township D03,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,212,111,31,2,68
Atlantic,Egg Harbor Township D04,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,244,90,24,1,129
Atlantic,Egg Harbor Township D05,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,334,126,39,2,167
Atlantic,Egg Harbor Township D06,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,210,78,22,1,109
Atlantic,Egg Harbor Township D07,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,198,82,13,4,99
Atlantic,Egg Harbor Township D08,Members of the Local Board of Ed,,BOE,BOE Regina BONGIORNO,137,26,24,5,82
