county,precinct,office,district,party,candidate,early_voting,election_day,mail,provisional,votes
Bergen,Bogota 3,President,,,JILL STEIN,0,0,0,0,0
Bergen,Bogota 4,Registered Voters,,,,,,,,1033
Bergen,Bogota 4,Ballots Cast,,,,110,543,81,0,734
Bergen,Bogota 4,President,,REP,DONALD J. TRUMP,51,264,21,0,336
Bergen,Bogota 4,President,,DEM,KAMALA D. HARRIS,58,257,58,0,373
Bergen,Bogota 4,President,,,CHASE OLIVER,1,2,0,0,3
Bergen,Bogota 4,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Bogota 4,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Bogota 4,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Bogota 4,President,,,JOSEPH KISHORE,0,1,1,0,2
Bergen,Bogota 4,President,,,ROBERT F. KENNEDY Jr.,0,16,0,0,16
Bergen,Bogota 4,President,,,JILL STEIN,0,0,0,0,0
Bergen,Bogota 5,Registered Voters,,,,,,,,613
Bergen,Bogota 5,Ballots Cast,,,,52,317,34,0,403
Bergen,Bogota 5,President,,REP,DONALD J. TRUMP,23,140,10,0,173
Bergen,Bogota 5,President,,DEM,KAMALA D. HARRIS,28,172,23,0,223
Bergen,Bogota 5,President,,,CHASE OLIVER,0,0,0,0,0
Bergen,Bogota 5,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Bogota 5,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Bogota 5,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Bogota 5,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Bogota 5,President,,,ROBERT F. KENNEDY Jr.,0,1,1,0,2
Bergen,Bogota 5,President,,,JILL STEIN,0,0,0,0,0
Bergen,Bogota 6,Registered Voters,,,,,,,,1225
Bergen,Bogota 6,Ballots Cast,,,,167,493,86,0,746
Bergen,Bogota 6,President,,REP,DONALD J. TRUMP,60,192,15,0,267
Bergen,Bogota 6,President,,DEM,KAMALA D. HARRIS,104,275,69,0,448
Bergen,Bogota 6,President,,,CHASE OLIVER,2,1,0,0,3
Bergen,Bogota 6,President,,,CLAUDIA DE LA CRUZ,0,1,0,0,1
Bergen,Bogota 6,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Bogota 6,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Bogota 6,President,,,JOSEPH KISHORE,0,4,0,0,4
Bergen,Bogota 6,President,,,ROBERT F. KENNEDY Jr.,0,16,1,0,17
Bergen,Bogota 6,President,,,JILL STEIN,0,0,0,0,0
Bergen,Carlstadt 1,Registered Voters,,,,,,,,801
Bergen,Carlstadt 1,Ballots Cast,,,,121,370,61,0,552
Bergen,Carlstadt 1,President,,REP,DONALD J. TRUMP,75,233,25,0,333
Bergen,Carlstadt 1,President,,DEM,KAMALA D. HARRIS,44,123,34,0,201
Bergen,Carlstadt 1,President,,,CHASE OLIVER,0,1,0,0,1
Bergen,Carlstadt 1,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Carlstadt 1,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Carlstadt 1,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Carlstadt 1,President,,,JOSEPH KISHORE,0,3,0,0,3
Bergen,Carlstadt 1,President,,,ROBERT F. KENNEDY Jr.,0,8,2,0,10
Bergen,Carlstadt 1,President,,,JILL STEIN,0,0,0,0,0
Bergen,Carlstadt 2,Registered Voters,,,,,,,,974
Bergen,Carlstadt 2,Ballots Cast,,,,138,404,104,0,646
Bergen,Carlstadt 2,President,,REP,DONALD J. TRUMP,87,244,49,0,380
Bergen,Carlstadt 2,President,,DEM,KAMALA D. HARRIS,49,153,54,0,256
Bergen,Carlstadt 2,President,,,CHASE OLIVER,1,1,0,0,2
Bergen,Carlstadt 2,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Carlstadt 2,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Carlstadt 2,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Carlstadt 2,President,,,JOSEPH KISHORE,0,2,1,0,3
Bergen,Carlstadt 2,President,,,ROBERT F. KENNEDY Jr.,0,2,0,0,2
Bergen,Carlstadt 2,President,,,JILL STEIN,0,0,0,0,0
Bergen,Carlstadt 3,Registered Voters,,,,,,,,836
Bergen,Carlstadt 3,Ballots Cast,,,,144,343,71,0,558
Bergen,Carlstadt 3,President,,REP,DONALD J. TRUMP,72,210,21,0,303
Bergen,Carlstadt 3,President,,DEM,KAMALA D. HARRIS,69,125,45,0,239
Bergen,Carlstadt 3,President,,,CHASE OLIVER,0,2,0,0,2
Bergen,Carlstadt 3,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Carlstadt 3,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Carlstadt 3,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Carlstadt 3,President,,,JOSEPH KISHORE,0,2,0,0,2
Bergen,Carlstadt 3,President,,,ROBERT F. KENNEDY Jr.,0,4,2,0,6
Bergen,Carlstadt 3,President,,,JILL STEIN,0,0,0,0,0
Bergen,Carlstadt 4,Registered Voters,,,,,,,,870
Bergen,Carlstadt 4,Ballots Cast,,,,128,389,93,0,610
Bergen,Carlstadt 4,President,,REP,DONALD J. TRUMP,71,213,42,0,326
Bergen,Carlstadt 4,President,,DEM,KAMALA D. HARRIS,53,165,49,0,267
Bergen,Carlstadt 4,President,,,CHASE OLIVER,0,1,0,0,1
Bergen,Carlstadt 4,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Carlstadt 4,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Carlstadt 4,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Carlstadt 4,President,,,JOSEPH KISHORE,0,5,0,0,5
Bergen,Carlstadt 4,President,,,ROBERT F. KENNEDY Jr.,0,4,0,0,4
Bergen,Carlstadt 4,President,,,JILL STEIN,0,0,0,0,0
Bergen,Carlstadt 5,Registered Voters,,,,,,,,915
Bergen,Carlstadt 5,Ballots Cast,,,,134,410,74,0,618
Bergen,Carlstadt 5,President,,REP,DONALD J. TRUMP,91,257,36,0,384
Bergen,Carlstadt 5,President,,DEM,KAMALA D. HARRIS,42,143,36,0,221
Bergen,Carlstadt 5,President,,,CHASE OLIVER,0,1,0,0,1
