county,precinct,office,district,party,candidate,early_voting,election_day,mail,provisional,votes
Bergen,Glen Rock 7,U.S. Senate,,REP,CURTIS BASHAW,101,216,42,0,359
Bergen,Glen Rock 7,U.S. Senate,,DEM,ANDY KIM,127,271,177,0,575
Bergen,Glen Rock 7,U.S. Senate,,,KENNETH R. KAPLAN,2,2,0,0,4
Bergen,Glen Rock 7,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Glen Rock 7,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Glen Rock 7,U.S. Senate,,,CHRISTINA KHALIL,0,4,3,0,7
Bergen,Glen Rock 8,U.S. Senate,,REP,CURTIS BASHAW,51,144,51,0,246
Bergen,Glen Rock 8,U.S. Senate,,DEM,ANDY KIM,95,226,150,0,471
Bergen,Glen Rock 8,U.S. Senate,,,KENNETH R. KAPLAN,1,0,3,0,4
Bergen,Glen Rock 8,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Glen Rock 8,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Glen Rock 8,U.S. Senate,,,CHRISTINA KHALIL,0,3,0,0,3
Bergen,Hackensack W1 D1,U.S. Senate,,REP,CURTIS BASHAW,34,154,21,0,209
Bergen,Hackensack W1 D1,U.S. Senate,,DEM,ANDY KIM,85,210,64,0,359
Bergen,Hackensack W1 D1,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Hackensack W1 D1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W1 D1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W1 D1,U.S. Senate,,,CHRISTINA KHALIL,0,2,1,0,3
Bergen,Hackensack W1 D2,U.S. Senate,,REP,CURTIS BASHAW,29,165,16,0,210
Bergen,Hackensack W1 D2,U.S. Senate,,DEM,ANDY KIM,82,181,43,0,306
Bergen,Hackensack W1 D2,U.S. Senate,,,KENNETH R. KAPLAN,1,1,0,0,2
Bergen,Hackensack W1 D2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W1 D2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W1 D2,U.S. Senate,,,CHRISTINA KHALIL,0,8,0,0,8
Bergen,Hackensack W1 D3,U.S. Senate,,REP,CURTIS BASHAW,45,157,12,0,214
Bergen,Hackensack W1 D3,U.S. Senate,,DEM,ANDY KIM,60,210,34,0,304
Bergen,Hackensack W1 D3,U.S. Senate,,,KENNETH R. KAPLAN,1,2,0,0,3
Bergen,Hackensack W1 D3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W1 D3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W1 D3,U.S. Senate,,,CHRISTINA KHALIL,0,2,0,0,2
Bergen,Hackensack W1 D4,U.S. Senate,,REP,CURTIS BASHAW,39,88,11,0,138
Bergen,Hackensack W1 D4,U.S. Senate,,DEM,ANDY KIM,135,203,81,0,419
Bergen,Hackensack W1 D4,U.S. Senate,,,KENNETH R. KAPLAN,0,1,0,0,1
Bergen,Hackensack W1 D4,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W1 D4,U.S. Senate,,,JOANNE KUNIANSKY,0,1,0,0,1
Bergen,Hackensack W1 D4,U.S. Senate,,,CHRISTINA KHALIL,0,1,0,0,1
Bergen,Hackensack W2 D1,U.S. Senate,,REP,CURTIS BASHAW,31,84,11,0,126
Bergen,Hackensack W2 D1,U.S. Senate,,DEM,ANDY KIM,74,137,53,0,264
Bergen,Hackensack W2 D1,U.S. Senate,,,KENNETH R. KAPLAN,1,0,0,0,1
Bergen,Hackensack W2 D1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W2 D1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W2 D1,U.S. Senate,,,CHRISTINA KHALIL,0,1,1,0,2
Bergen,Hackensack W2 D2,U.S. Senate,,REP,CURTIS BASHAW,41,133,25,0,199
Bergen,Hackensack W2 D2,U.S. Senate,,DEM,ANDY KIM,144,319,93,0,556
Bergen,Hackensack W2 D2,U.S. Senate,,,KENNETH R. KAPLAN,1,0,0,0,1
Bergen,Hackensack W2 D2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W2 D2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W2 D2,U.S. Senate,,,CHRISTINA KHALIL,0,1,2,0,3
Bergen,Hackensack W2 D3,U.S. Senate,,REP,CURTIS BASHAW,30,168,30,0,228
Bergen,Hackensack W2 D3,U.S. Senate,,DEM,ANDY KIM,97,305,96,0,498
Bergen,Hackensack W2 D3,U.S. Senate,,,KENNETH R. KAPLAN,1,1,0,0,2
Bergen,Hackensack W2 D3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W2 D3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W2 D3,U.S. Senate,,,CHRISTINA KHALIL,0,3,2,0,5
Bergen,Hackensack W2 D4,U.S. Senate,,REP,CURTIS BASHAW,51,151,22,0,224
Bergen,Hackensack W2 D4,U.S. Senate,,DEM,ANDY KIM,71,184,49,0,304
Bergen,Hackensack W2 D4,U.S. Senate,,,KENNETH R. KAPLAN,0,1,0,0,1
Bergen,Hackensack W2 D4,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W2 D4,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W2 D4,U.S. Senate,,,CHRISTINA KHALIL,0,1,0,0,1
Bergen,Hackensack W2 D5,U.S. Senate,,REP,CURTIS BASHAW,51,83,16,0,150
Bergen,Hackensack W2 D5,U.S. Senate,,DEM,ANDY KIM,111,197,73,0,381
Bergen,Hackensack W2 D5,U.S. Senate,,,KENNETH R. KAPLAN,0,1,0,0,1
Bergen,Hackensack W2 D5,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W2 D5,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W2 D5,U.S. Senate,,,CHRISTINA KHALIL,0,1,1,0,2
Bergen,Hackensack W3 D3,U.S. Senate,,REP,CURTIS BASHAW,40,96,16,0,152
Bergen,Hackensack W3 D3,U.S. Senate,,DEM,ANDY KIM,107,273,69,0,449
Bergen,Hackensack W3 D3,U.S. Senate,,,KENNETH R. KAPLAN,0,1,0,0,1
Bergen,Hackensack W3 D3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W3 D3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W3 D3,U.S. Senate,,,CHRISTINA KHALIL,0,4,1,0,5
Bergen,Hackensack W3 D4,U.S. Senate,,REP,CURTIS BASHAW,36,123,15,0,174
Bergen,Hackensack W3 D4,U.S. Senate,,DEM,ANDY KIM,156,249,99,0,504
Bergen,Hackensack W3 D4,U.S. Senate,,,KENNETH R. KAPLAN,1,0,0,0,1
Bergen,Hackensack W3 D4,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W3 D4,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W3 D4,U.S. Senate,,,CHRISTINA KHALIL,0,3,1,0,4
Bergen,Hackensack W3 D5,U.S. Senate,,REP,CURTIS BASHAW,112,214,32,0,358
Bergen,Hackensack W3 D5,U.S. Senate,,DEM,ANDY KIM,261,445,144,0,850
Bergen,Hackensack W3 D5,U.S. Senate,,,KENNETH R. KAPLAN,0,6,0,0,6
Bergen,Hackensack W3 D5,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W3 D5,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W3 D5,U.S. Senate,,,CHRISTINA KHALIL,0,11,1,0,12
Bergen,Hackensack W4 D1,U.S. Senate,,REP,CURTIS BASHAW,78,111,40,0,229
Bergen,Hackensack W4 D1,U.S. Senate,,DEM,ANDY KIM,126,218,170,0,514
Bergen,Hackensack W4 D1,U.S. Senate,,,KENNETH R. KAPLAN,0,1,0,0,1
Bergen,Hackensack W4 D1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W4 D1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W4 D1,U.S. Senate,,,CHRISTINA KHALIL,0,2,6,0,8
Bergen,Hackensack W4 D2,U.S. Senate,,REP,CURTIS BASHAW,78,138,57,0,273
Bergen,Hackensack W4 D2,U.S. Senate,,DEM,ANDY KIM,233,331,193,0,757
Bergen,Hackensack W4 D2,U.S. Senate,,,KENNETH R. KAPLAN,0,0,1,0,1
Bergen,Hackensack W4 D2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W4 D2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W4 D2,U.S. Senate,,,CHRISTINA KHALIL,0,2,5,0,7
Bergen,Hackensack W4 D3,U.S. Senate,,REP,CURTIS BASHAW,132,222,92,0,446
Bergen,Hackensack W4 D3,U.S. Senate,,DEM,ANDY KIM,278,396,354,0,1028
Bergen,Hackensack W4 D3,U.S. Senate,,,KENNETH R. KAPLAN,0,3,0,0,3
Bergen,Hackensack W4 D3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W4 D3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W4 D3,U.S. Senate,,,CHRISTINA KHALIL,0,13,2,0,15
Bergen,Hackensack W4 D4,U.S. Senate,,REP,CURTIS BASHAW,50,168,33,0,251
Bergen,Hackensack W4 D4,U.S. Senate,,DEM,ANDY KIM,131,275,118,0,524
Bergen,Hackensack W4 D4,U.S. Senate,,,KENNETH R. KAPLAN,1,1,1,0,3
Bergen,Hackensack W4 D4,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W4 D4,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W4 D4,U.S. Senate,,,CHRISTINA KHALIL,0,11,1,0,12
Bergen,Hackensack W4 D5,U.S. Senate,,REP,CURTIS BASHAW,41,86,22,0,149
Bergen,Hackensack W4 D5,U.S. Senate,,DEM,ANDY KIM,105,194,74,0,373
Bergen,Hackensack W4 D5,U.S. Senate,,,KENNETH R. KAPLAN,0,2,0,0,2
Bergen,Hackensack W4 D5,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W4 D5,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W4 D5,U.S. Senate,,,CHRISTINA KHALIL,0,9,1,0,10
Bergen,Hackensack W5 D1,U.S. Senate,,REP,CURTIS BASHAW,38,148,23,0,209
Bergen,Hackensack W5 D1,U.S. Senate,,DEM,ANDY KIM,131,287,108,0,526
Bergen,Hackensack W5 D1,U.S. Senate,,,KENNETH R. KAPLAN,1,0,0,0,1
Bergen,Hackensack W5 D1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W5 D1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W5 D1,U.S. Senate,,,CHRISTINA KHALIL,0,6,1,0,7
Bergen,Hackensack W5 D2,U.S. Senate,,REP,CURTIS BASHAW,38,137,11,0,186
Bergen,Hackensack W5 D2,U.S. Senate,,DEM,ANDY KIM,73,207,48,0,328
Bergen,Hackensack W5 D2,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Hackensack W5 D2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W5 D2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W5 D2,U.S. Senate,,,CHRISTINA KHALIL,0,6,1,0,7
Bergen,Hackensack W5 D3,U.S. Senate,,REP,CURTIS BASHAW,70,105,27,0,202
Bergen,Hackensack W5 D3,U.S. Senate,,DEM,ANDY KIM,131,229,88,0,448
Bergen,Hackensack W5 D3,U.S. Senate,,,KENNETH R. KAPLAN,0,1,1,0,2
Bergen,Hackensack W5 D3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W5 D3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W5 D3,U.S. Senate,,,CHRISTINA KHALIL,0,6,0,0,6
Bergen,Hackensack W5 D4,U.S. Senate,,REP,CURTIS BASHAW,56,144,15,0,215
Bergen,Hackensack W5 D4,U.S. Senate,,DEM,ANDY KIM,140,221,62,0,423
Bergen,Hackensack W5 D4,U.S. Senate,,,KENNETH R. KAPLAN,1,1,0,0,2
Bergen,Hackensack W5 D4,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W5 D4,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W5 D4,U.S. Senate,,,CHRISTINA KHALIL,0,5,0,0,5
Bergen,Hackensack W5 D5,U.S. Senate,,REP,CURTIS BASHAW,54,129,18,0,201
Bergen,Hackensack W5 D5,U.S. Senate,,DEM,ANDY KIM,71,226,70,0,367
Bergen,Hackensack W5 D5,U.S. Senate,,,KENNETH R. KAPLAN,0,2,0,0,2
Bergen,Hackensack W5 D5,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W5 D5,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W5 D5,U.S. Senate,,,CHRISTINA KHALIL,0,3,0,0,3
Bergen,Hackensack W5 D6,U.S. Senate,,REP,CURTIS BASHAW,85,172,38,0,295
Bergen,Hackensack W5 D6,U.S. Senate,,DEM,ANDY KIM,186,313,133,0,632
Bergen,Hackensack W5 D6,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Hackensack W5 D6,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hackensack W5 D6,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hackensack W5 D6,U.S. Senate,,,CHRISTINA KHALIL,0,11,2,0,13
Bergen,Harrington Park 1,U.S. Senate,,REP,CURTIS BASHAW,80,219,44,0,343
Bergen,Harrington Park 1,U.S. Senate,,DEM,ANDY KIM,102,280,188,0,570
Bergen,Harrington Park 1,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Harrington Park 1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Harrington Park 1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Harrington Park 1,U.S. Senate,,,CHRISTINA KHALIL,0,3,4,0,7
Bergen,Harrington Park 2,U.S. Senate,,REP,CURTIS BASHAW,110,304,34,0,448
Bergen,Harrington Park 2,U.S. Senate,,DEM,ANDY KIM,72,308,138,0,518
Bergen,Harrington Park 2,U.S. Senate,,,KENNETH R. KAPLAN,0,0,1,0,1
Bergen,Harrington Park 2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Harrington Park 2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Harrington Park 2,U.S. Senate,,,CHRISTINA KHALIL,0,5,1,0,6
Bergen,Harrington Park 3,U.S. Senate,,REP,CURTIS BASHAW,101,309,52,0,462
Bergen,Harrington Park 3,U.S. Senate,,DEM,ANDY KIM,76,242,166,0,484
Bergen,Harrington Park 3,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Harrington Park 3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Harrington Park 3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Harrington Park 3,U.S. Senate,,,CHRISTINA KHALIL,0,2,1,0,3
Bergen,Hasbrouck Heights 1,U.S. Senate,,REP,CURTIS BASHAW,148,218,41,0,407
Bergen,Hasbrouck Heights 1,U.S. Senate,,DEM,ANDY KIM,99,135,75,0,309
Bergen,Hasbrouck Heights 1,U.S. Senate,,,KENNETH R. KAPLAN,1,0,0,0,1
Bergen,Hasbrouck Heights 1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 1,U.S. Senate,,,CHRISTINA KHALIL,0,2,0,0,2
Bergen,Hasbrouck Heights 2,U.S. Senate,,REP,CURTIS BASHAW,145,235,48,0,428
Bergen,Hasbrouck Heights 2,U.S. Senate,,DEM,ANDY KIM,127,209,73,0,409
Bergen,Hasbrouck Heights 2,U.S. Senate,,,KENNETH R. KAPLAN,0,0,2,0,2
Bergen,Hasbrouck Heights 2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 2,U.S. Senate,,,CHRISTINA KHALIL,0,5,0,0,5
Bergen,Hasbrouck Heights 3,U.S. Senate,,REP,CURTIS BASHAW,98,244,30,0,372
Bergen,Hasbrouck Heights 3,U.S. Senate,,DEM,ANDY KIM,63,178,50,0,291
Bergen,Hasbrouck Heights 3,U.S. Senate,,,KENNETH R. KAPLAN,0,2,1,0,3
Bergen,Hasbrouck Heights 3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 3,U.S. Senate,,,CHRISTINA KHALIL,0,2,3,0,5
Bergen,Hasbrouck Heights 4,U.S. Senate,,REP,CURTIS BASHAW,133,271,47,0,451
Bergen,Hasbrouck Heights 4,U.S. Senate,,DEM,ANDY KIM,73,178,77,0,328
Bergen,Hasbrouck Heights 4,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Hasbrouck Heights 4,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 4,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 4,U.S. Senate,,,CHRISTINA KHALIL,0,3,0,0,3
Bergen,Hasbrouck Heights 5,U.S. Senate,,REP,CURTIS BASHAW,93,214,35,0,342
Bergen,Hasbrouck Heights 5,U.S. Senate,,DEM,ANDY KIM,64,166,61,0,291
Bergen,Hasbrouck Heights 5,U.S. Senate,,,KENNETH R. KAPLAN,2,3,0,0,5
Bergen,Hasbrouck Heights 5,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 5,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 5,U.S. Senate,,,CHRISTINA KHALIL,0,5,1,0,6
Bergen,Hasbrouck Heights 6,U.S. Senate,,REP,CURTIS BASHAW,116,240,39,0,395
Bergen,Hasbrouck Heights 6,U.S. Senate,,DEM,ANDY KIM,71,151,65,0,287
Bergen,Hasbrouck Heights 6,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Hasbrouck Heights 6,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 6,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 6,U.S. Senate,,,CHRISTINA KHALIL,0,8,2,0,10
Bergen,Hasbrouck Heights 7,U.S. Senate,,REP,CURTIS BASHAW,83,267,42,0,392
Bergen,Hasbrouck Heights 7,U.S. Senate,,DEM,ANDY KIM,82,184,59,0,325
Bergen,Hasbrouck Heights 7,U.S. Senate,,,KENNETH R. KAPLAN,0,1,0,0,1
Bergen,Hasbrouck Heights 7,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 7,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 7,U.S. Senate,,,CHRISTINA KHALIL,0,9,0,0,9
Bergen,Hasbrouck Heights 8,U.S. Senate,,REP,CURTIS BASHAW,88,261,57,0,406
Bergen,Hasbrouck Heights 8,U.S. Senate,,DEM,ANDY KIM,91,214,87,0,392
Bergen,Hasbrouck Heights 8,U.S. Senate,,,KENNETH R. KAPLAN,1,0,1,0,2
Bergen,Hasbrouck Heights 8,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 8,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hasbrouck Heights 8,U.S. Senate,,,CHRISTINA KHALIL,0,16,2,0,18
Bergen,Hasbrouck Heights 9,U.S. Senate,,REP,CURTIS BASHAW,59,174,25,0,258
Bergen,Hasbrouck Heights 9,U.S. Senate,,DEM,ANDY KIM,48,129,66,0,243
Bergen,Hasbrouck Heights 9,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Hasbrouck Heights 9,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hasbrouck Heights 9,U.S. Senate,,,JOANNE KUNIANSKY,0,0,1,0,1
Bergen,Hasbrouck Heights 9,U.S. Senate,,,CHRISTINA KHALIL,0,14,0,0,14
Bergen,Haworth 1,U.S. Senate,,REP,CURTIS BASHAW,81,261,45,0,387
Bergen,Haworth 1,U.S. Senate,,DEM,ANDY KIM,94,391,188,0,673
Bergen,Haworth 1,U.S. Senate,,,KENNETH R. KAPLAN,0,4,2,0,6
Bergen,Haworth 1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Haworth 1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Haworth 1,U.S. Senate,,,CHRISTINA KHALIL,1,1,0,0,2
Bergen,Haworth 2,U.S. Senate,,REP,CURTIS BASHAW,55,244,47,0,346
Bergen,Haworth 2,U.S. Senate,,DEM,ANDY KIM,89,307,168,0,564
Bergen,Haworth 2,U.S. Senate,,,KENNETH R. KAPLAN,0,0,0,0,0
Bergen,Haworth 2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Haworth 2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Haworth 2,U.S. Senate,,,CHRISTINA KHALIL,0,4,0,0,4
Bergen,Hillsdale 1,U.S. Senate,,REP,CURTIS BASHAW,185,230,40,0,455
Bergen,Hillsdale 1,U.S. Senate,,DEM,ANDY KIM,133,172,101,0,406
Bergen,Hillsdale 1,U.S. Senate,,,KENNETH R. KAPLAN,0,2,1,0,3
Bergen,Hillsdale 1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hillsdale 1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hillsdale 1,U.S. Senate,,,CHRISTINA KHALIL,0,5,0,0,5
Bergen,Hillsdale 2,U.S. Senate,,REP,CURTIS BASHAW,120,202,32,0,354
Bergen,Hillsdale 2,U.S. Senate,,DEM,ANDY KIM,131,154,100,0,385
Bergen,Hillsdale 2,U.S. Senate,,,KENNETH R. KAPLAN,1,0,1,0,2
Bergen,Hillsdale 2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hillsdale 2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hillsdale 2,U.S. Senate,,,CHRISTINA KHALIL,0,5,2,0,7
Bergen,Hillsdale 3,U.S. Senate,,REP,CURTIS BASHAW,191,265,61,0,517
Bergen,Hillsdale 3,U.S. Senate,,DEM,ANDY KIM,186,241,187,0,614
Bergen,Hillsdale 3,U.S. Senate,,,KENNETH R. KAPLAN,2,2,0,0,4
Bergen,Hillsdale 3,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hillsdale 3,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hillsdale 3,U.S. Senate,,,CHRISTINA KHALIL,0,2,1,0,3
Bergen,Hillsdale 4,U.S. Senate,,REP,CURTIS BASHAW,213,324,64,0,601
Bergen,Hillsdale 4,U.S. Senate,,DEM,ANDY KIM,182,262,135,0,579
Bergen,Hillsdale 4,U.S. Senate,,,KENNETH R. KAPLAN,0,4,0,0,4
Bergen,Hillsdale 4,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hillsdale 4,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hillsdale 4,U.S. Senate,,,CHRISTINA KHALIL,0,6,2,0,8
Bergen,Hillsdale 5,U.S. Senate,,REP,CURTIS BASHAW,234,263,59,0,556
Bergen,Hillsdale 5,U.S. Senate,,DEM,ANDY KIM,166,206,138,0,510
Bergen,Hillsdale 5,U.S. Senate,,,KENNETH R. KAPLAN,0,4,0,0,4
Bergen,Hillsdale 5,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hillsdale 5,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hillsdale 5,U.S. Senate,,,CHRISTINA KHALIL,0,5,5,0,10
Bergen,Hillsdale 6,U.S. Senate,,REP,CURTIS BASHAW,207,324,62,0,593
Bergen,Hillsdale 6,U.S. Senate,,DEM,ANDY KIM,198,294,149,0,641
Bergen,Hillsdale 6,U.S. Senate,,,KENNETH R. KAPLAN,2,2,0,0,4
Bergen,Hillsdale 6,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Hillsdale 6,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Hillsdale 6,U.S. Senate,,,CHRISTINA KHALIL,0,4,0,0,4
Bergen,Ho-Ho-Kus 1,U.S. Senate,,REP,CURTIS BASHAW,95,245,40,0,380
Bergen,Ho-Ho-Kus 1,U.S. Senate,,DEM,ANDY KIM,80,278,105,0,463
Bergen,Ho-Ho-Kus 1,U.S. Senate,,,KENNETH R. KAPLAN,1,0,1,0,2
Bergen,Ho-Ho-Kus 1,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Ho-Ho-Kus 1,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
Bergen,Ho-Ho-Kus 1,U.S. Senate,,,CHRISTINA KHALIL,0,8,1,0,9
Bergen,Ho-Ho-Kus 2,U.S. Senate,,REP,CURTIS BASHAW,86,273,44,0,403
Bergen,Ho-Ho-Kus 2,U.S. Senate,,DEM,ANDY KIM,103,241,121,0,465
Bergen,Ho-Ho-Kus 2,U.S. Senate,,,KENNETH R. KAPLAN,1,1,0,0,2
Bergen,Ho-Ho-Kus 2,U.S. Senate,,,PATRICIA G. MOONEYHAM,0,0,0,0,0
Bergen,Ho-Ho-Kus 2,U.S. Senate,,,JOANNE KUNIANSKY,0,0,0,0,0
