county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,emergency,federal,votes
Middlesex,Edison 43,Registered Voters,,,,,,,,,,1516
Middlesex,Edison 43,Ballots Cast,,,,219,318,249,0,,,786
Middlesex,Edison 44,Registered Voters,,,,,,,,,,811
Middlesex,Edison 44,Ballots Cast,,,,107,183,194,0,,,484
Middlesex,Edison 45,Registered Voters,,,,,,,,,,756
Middlesex,Edison 45,Ballots Cast,,,,126,167,163,0,,,456
Middlesex,Edison 46,Registered Voters,,,,,,,,,,556
Middlesex,Edison 46,Ballots Cast,,,,78,209,113,0,,,400
Middlesex,Edison 47,Registered Voters,,,,,,,,,,528
Middlesex,Edison 47,Ballots Cast,,,,55,165,104,0,,,324
Middlesex,Edison 48,Registered Voters,,,,,,,,,,497
Middlesex,Edison 48,Ballots Cast,,,,41,133,98,0,,,272
Middlesex,Edison 49,Registered Voters,,,,,,,,,,714
Middlesex,Edison 49,Ballots Cast,,,,61,258,106,0,,,425
Middlesex,Edison 50,Registered Voters,,,,,,,,,,800
Middlesex,Edison 50,Ballots Cast,,,,123,174,213,0,,,510
Middlesex,Edison 51,Registered Voters,,,,,,,,,,555
Middlesex,Edison 51,Ballots Cast,,,,72,150,85,0,,,307
Middlesex,Edison 52,Registered Voters,,,,,,,,,,584
Middlesex,Edison 52,Ballots Cast,,,,67,215,91,0,,,373
Middlesex,Edison 53,Registered Voters,,,,,,,,,,811
Middlesex,Edison 53,Ballots Cast,,,,114,259,173,0,,,546
Middlesex,Edison 54,Registered Voters,,,,,,,,,,607
Middlesex,Edison 54,Ballots Cast,,,,107,125,153,0,,,385
Middlesex,Edison 55,Registered Voters,,,,,,,,,,628
Middlesex,Edison 55,Ballots Cast,,,,60,220,79,0,,,359
Middlesex,Edison 56,Registered Voters,,,,,,,,,,543
Middlesex,Edison 56,Ballots Cast,,,,44,182,77,0,,,303
Middlesex,Edison 57,Registered Voters,,,,,,,,,,777
Middlesex,Edison 57,Ballots Cast,,,,59,232,111,0,,,402
Middlesex,Edison 58,Registered Voters,,,,,,,,,,1161
Middlesex,Edison 58,Ballots Cast,,,,143,238,141,0,,,522
Middlesex,Edison 59,Registered Voters,,,,,,,,,,598
Middlesex,Edison 59,Ballots Cast,,,,61,186,101,0,,,348
Middlesex,Edison 60,Registered Voters,,,,,,,,,,488
Middlesex,Edison 60,Ballots Cast,,,,60,162,82,0,,,304
Middlesex,Edison 61,Registered Voters,,,,,,,,,,946
Middlesex,Edison 61,Ballots Cast,,,,107,268,216,0,,,591
Middlesex,Edison 62,Registered Voters,,,,,,,,,,647
Middlesex,Edison 62,Ballots Cast,,,,101,110,190,0,,,401
Middlesex,Edison 63,Registered Voters,,,,,,,,,,1543
Middlesex,Edison 63,Ballots Cast,,,,164,388,189,0,,,741
Middlesex,Edison 64,Registered Voters,,,,,,,,,,1204
Middlesex,Edison 64,Ballots Cast,,,,292,179,260,0,,,731
Middlesex,Edison 65,Registered Voters,,,,,,,,,,907
Middlesex,Edison 65,Ballots Cast,,,,146,172,244,0,,,562
Middlesex,Edison 66,Registered Voters,,,,,,,,,,1028
Middlesex,Edison 66,Ballots Cast,,,,182,199,227,0,,,608
Middlesex,Edison 67,Registered Voters,,,,,,,,,,899
Middlesex,Edison 67,Ballots Cast,,,,190,186,236,0,,,612
Middlesex,Edison 68,Registered Voters,,,,,,,,,,1112
Middlesex,Edison 68,Ballots Cast,,,,170,260,251,0,,,681
Middlesex,Edison 69,Registered Voters,,,,,,,,,,682
Middlesex,Edison 69,Ballots Cast,,,,130,126,153,0,,,409
Middlesex,Edison 70,Registered Voters,,,,,,,,,,1376
Middlesex,Edison 70,Ballots Cast,,,,221,283,314,0,,,818
Middlesex,Edison 71,Registered Voters,,,,,,,,,,785
Middlesex,Edison 71,Ballots Cast,,,,119,195,182,0,,,496
Middlesex,Edison 72,Registered Voters,,,,,,,,,,1486
Middlesex,Edison 72,Ballots Cast,,,,235,273,381,0,,,889
Middlesex,Edison 73,Registered Voters,,,,,,,,,,1062
Middlesex,Edison 73,Ballots Cast,,,,146,202,349,0,,,697
Middlesex,Edison 74,Registered Voters,,,,,,,,,,953
Middlesex,Edison 74,Ballots Cast,,,,88,260,177,0,,,525
Middlesex,Edison 75,Registered Voters,,,,,,,,,,866
Middlesex,Edison 75,Ballots Cast,,,,82,177,139,0,,,398
Middlesex,Edison 76,Registered Voters,,,,,,,,,,1067
Middlesex,Edison 76,Ballots Cast,,,,124,272,298,0,,,694
Middlesex,Edison 77,Registered Voters,,,,,,,,,,1335
Middlesex,Edison 77,Ballots Cast,,,,211,224,297,0,,,732
Middlesex,Edison 78,Registered Voters,,,,,,,,,,1159
Middlesex,Edison 78,Ballots Cast,,,,94,247,165,0,,,506
Middlesex,Edison Provisional,Registered Voters,,,,,,,,,,0
Middlesex,Edison Provisional,Ballots Cast,,,,0,0,0,2335,,,2335
Middlesex,Helmetta 1,Registered Voters,,,,,,,,,,1911
Middlesex,Helmetta 1,Ballots Cast,,,,290,707,259,0,,,1256
Middlesex,Helmetta Provisional,Registered Voters,,,,,,,,,,0
Middlesex,Helmetta Provisional,Ballots Cast,,,,0,0,0,61,,,61
Middlesex,Highland Park 1,Registered Voters,,,,,,,,,,1066
Middlesex,Highland Park 1,Ballots Cast,,,,84,292,262,0,,,638
Middlesex,Highland Park 2,Registered Voters,,,,,,,,,,708
Middlesex,Highland Park 2,Ballots Cast,,,,66,206,189,0,,,461
Middlesex,Highland Park 3,Registered Voters,,,,,,,,,,649
Middlesex,Highland Park 3,Ballots Cast,,,,58,184,163,0,,,405
Middlesex,Highland Park 4,Registered Voters,,,,,,,,,,666
Middlesex,Highland Park 4,Ballots Cast,,,,42,159,191,0,,,392
Middlesex,Highland Park 5,Registered Voters,,,,,,,,,,930
Middlesex,Highland Park 5,Ballots Cast,,,,60,269,210,0,,,539
Middlesex,Highland Park 6,Registered Voters,,,,,,,,,,885
Middlesex,Highland Park 6,Ballots Cast,,,,73,271,115,0,,,459
Middlesex,Highland Park 7,Registered Voters,,,,,,,,,,952
Middlesex,Highland Park 7,Ballots Cast,,,,95,218,265,0,,,578
Middlesex,Highland Park 8,Registered Voters,,,,,,,,,,911
Middlesex,Highland Park 8,Ballots Cast,,,,78,227,246,0,,,551
Middlesex,Highland Park 9,Registered Voters,,,,,,,,,,810
Middlesex,Highland Park 9,Ballots Cast,,,,52,230,182,0,,,464
Middlesex,Highland Park 10,Registered Voters,,,,,,,,,,895
Middlesex,Highland Park 10,Ballots Cast,,,,77,228,251,0,,,556
Middlesex,Highland Park 11,Registered Voters,,,,,,,,,,981
Middlesex,Highland Park 11,Ballots Cast,,,,68,318,183,0,,,569
Middlesex,Highland Park 12,Registered Voters,,,,,,,,,,713
Middlesex,Highland Park 12,Ballots Cast,,,,64,212,91,0,,,367
Middlesex,Highland Park 13,Registered Voters,,,,,,,,,,1270
Middlesex,Highland Park 13,Ballots Cast,,,,172,259,230,0,,,661
Middlesex,Highland Park Provisional,Registered Voters,,,,,,,,,,0
Middlesex,Highland Park Provisional,Ballots Cast,,,,0,0,0,297,,,297
Middlesex,Jamesburg 1,Registered Voters,,,,,,,,,,962
Middlesex,Jamesburg 1,Ballots Cast,,,,231,254,182,0,,,667
Middlesex,Jamesburg 2,Registered Voters,,,,,,,,,,630
Middlesex,Jamesburg 2,Ballots Cast,,,,121,174,81,0,,,376
Middlesex,Jamesburg 3,Registered Voters,,,,,,,,,,959
Middlesex,Jamesburg 3,Ballots Cast,,,,139,236,104,0,,,479
Middlesex,Jamesburg 4,Registered Voters,,,,,,,,,,1077
Middlesex,Jamesburg 4,Ballots Cast,,,,238,266,198,0,,,702
Middlesex,Jamesburg Provisional,Registered Voters,,,,,,,,,,0
Middlesex,Jamesburg Provisional,Ballots Cast,,,,0,0,0,111,,,111
Middlesex,Metuchen 1,Registered Voters,,,,,,,,,,1081
Middlesex,Metuchen 1,Ballots Cast,,,,122,295,308,0,,,725
Middlesex,Metuchen 2,Registered Voters,,,,,,,,,,1108
Middlesex,Metuchen 2,Ballots Cast,,,,121,252,391,0,,,764
Middlesex,Metuchen 3,Registered Voters,,,,,,,,,,834
Middlesex,Metuchen 3,Ballots Cast,,,,100,258,256,0,,,614
Middlesex,Metuchen 4,Registered Voters,,,,,,,,,,726
Middlesex,Metuchen 4,Ballots Cast,,,,72,205,261,0,,,538
Middlesex,Metuchen 5,Registered Voters,,,,,,,,,,876
Middlesex,Metuchen 5,Ballots Cast,,,,142,215,290,0,,,647
Middlesex,Metuchen 6,Registered Voters,,,,,,,,,,769
Middlesex,Metuchen 6,Ballots Cast,,,,95,217,168,0,,,480
Middlesex,Metuchen 7,Registered Voters,,,,,,,,,,689
Middlesex,Metuchen 7,Ballots Cast,,,,109,180,177,0,,,466
Middlesex,Metuchen 8,Registered Voters,,,,,,,,,,690
Middlesex,Metuchen 8,Ballots Cast,,,,56,212,204,0,,,472
Middlesex,Metuchen 9,Registered Voters,,,,,,,,,,600
Middlesex,Metuchen 9,Ballots Cast,,,,59,198,131,0,,,388
Middlesex,Metuchen 10,Registered Voters,,,,,,,,,,1176
Middlesex,Metuchen 10,Ballots Cast,,,,148,291,338,0,,,777
Middlesex,Metuchen 11,Registered Voters,,,,,,,,,,1907
Middlesex,Metuchen 11,Ballots Cast,,,,242,550,406,0,,,1198
Middlesex,Metuchen 12,Registered Voters,,,,,,,,,,739
Middlesex,Metuchen 12,Ballots Cast,,,,111,211,220,0,,,542
Middlesex,Metuchen 13,Registered Voters,,,,,,,,,,580
Middlesex,Metuchen 13,Ballots Cast,,,,61,146,162,0,,,369
Middlesex,Metuchen Provisional,Registered Voters,,,,,,,,,,0
Middlesex,Metuchen Provisional,Ballots Cast,,,,0,0,0,354,,,354
Middlesex,Middlesex 1,Registered Voters,,,,,,,,,,792
Middlesex,Middlesex 1,Ballots Cast,,,,72,282,100,0,,,454
Middlesex,Middlesex 2,Registered Voters,,,,,,,,,,1342
Middlesex,Middlesex 2,Ballots Cast,,,,149,492,193,0,,,834
Middlesex,Middlesex 3,Registered Voters,,,,,,,,,,962
Middlesex,Middlesex 3,Ballots Cast,,,,121,320,129,0,,,570
Middlesex,Middlesex 4,Registered Voters,,,,,,,,,,1065
Middlesex,Middlesex 4,Ballots Cast,,,,103,420,175,0,,,698
Middlesex,Middlesex 5,Registered Voters,,,,,,,,,,1011
Middlesex,Middlesex 5,Ballots Cast,,,,103,484,157,0,,,744
Middlesex,Middlesex 6,Registered Voters,,,,,,,,,,593
Middlesex,Middlesex 6,Ballots Cast,,,,78,230,111,0,,,419
Middlesex,Middlesex 7,Registered Voters,,,,,,,,,,1393
Middlesex,Middlesex 7,Ballots Cast,,,,177,495,216,0,,,888
Middlesex,Middlesex 8,Registered Voters,,,,,,,,,,1053
Middlesex,Middlesex 8,Ballots Cast,,,,132,357,213,0,,,702
Middlesex,Middlesex 9,Registered Voters,,,,,,,,,,995
Middlesex,Middlesex 9,Ballots Cast,,,,104,390,191,0,,,685
Middlesex,Middlesex 10,Registered Voters,,,,,,,,,,1279
Middlesex,Middlesex 10,Ballots Cast,,,,138,466,150,0,,,754
Middlesex,Middlesex Provisional,Registered Voters,,,,,,,,,,0
Middlesex,Middlesex Provisional,Ballots Cast,,,,0,0,0,227,,,227
Middlesex,Milltown 1,Registered Voters,,,,,,,,,,555
Middlesex,Milltown 1,Ballots Cast,,,,76,230,105,0,,,411
Middlesex,Milltown 2,Registered Voters,,,,,,,,,,819
Middlesex,Milltown 2,Ballots Cast,,,,118,324,146,0,,,588
Middlesex,Milltown 3,Registered Voters,,,,,,,,,,552
Middlesex,Milltown 3,Ballots Cast,,,,67,219,110,0,,,396
Middlesex,Milltown 4,Registered Voters,,,,,,,,,,551
Middlesex,Milltown 4,Ballots Cast,,,,69,185,75,0,,,329
Middlesex,Milltown 5,Registered Voters,,,,,,,,,,671
Middlesex,Milltown 5,Ballots Cast,,,,83,241,144,0,,,468
Middlesex,Milltown 6,Registered Voters,,,,,,,,,,460
Middlesex,Milltown 6,Ballots Cast,,,,63,163,77,0,,,303
Middlesex,Milltown 7,Registered Voters,,,,,,,,,,805
Middlesex,Milltown 7,Ballots Cast,,,,102,294,169,0,,,565
