county,precinct,office,district,party,candidate,votes,early_voting,election_day_icp,election_day_icx,mail,provisional
Burlington,Burlington Township Election District 15,President,,REP,Donald J. Trump and JD Vance,131,24,82,0,25,0
Burlington,Burlington Township Election District 16,President,,REP,Donald J. Trump and JD Vance,224,44,155,0,25,0
Burlington,Burlington Township Election District 17,President,,REP,Donald J. Trump and JD Vance,128,26,86,0,16,0
Burlington,Burlington Township Election District 18,President,,REP,Donald J. Trump and JD Vance,129,34,79,0,16,0
Burlington,Burlington Township Election District 19,President,,REP,Donald J. Trump and JD Vance,234,66,129,0,39,0
Burlington,Chesterfield Township Election District 1,President,,REP,Donald J. Trump and JD Vance,1058,453,497,0,108,0
Burlington,Chesterfield Township Election District 2,President,,REP,Donald J. Trump and JD Vance,610,240,307,0,63,0
Burlington,Cinnaminson Township Election District 1,President,,REP,Donald J. Trump and JD Vance,285,65,187,0,33,0
Burlington,Cinnaminson Township Election District 2,President,,REP,Donald J. Trump and JD Vance,214,27,148,0,39,0
Burlington,Cinnaminson Township Election District 3,President,,REP,Donald J. Trump and JD Vance,264,36,194,0,34,0
Burlington,Cinnaminson Township Election District 4,President,,REP,Donald J. Trump and JD Vance,156,21,112,0,23,0
Burlington,Cinnaminson Township Election District 5,President,,REP,Donald J. Trump and JD Vance,291,46,211,0,34,0
Burlington,Cinnaminson Township Election District 6,President,,REP,Donald J. Trump and JD Vance,152,16,113,0,23,0
Burlington,Cinnaminson Township Election District 7,President,,REP,Donald J. Trump and JD Vance,185,25,136,0,24,0
Burlington,Cinnaminson Township Election District 8,President,,REP,Donald J. Trump and JD Vance,183,37,112,0,34,0
Burlington,Cinnaminson Township Election District 9,President,,REP,Donald J. Trump and JD Vance,175,23,135,0,17,0
Burlington,Cinnaminson Township Election District 10,President,,REP,Donald J. Trump and JD Vance,132,24,99,0,9,0
Burlington,Cinnaminson Township Election District 11,President,,REP,Donald J. Trump and JD Vance,177,26,134,0,17,0
Burlington,Cinnaminson Township Election District 12,President,,REP,Donald J. Trump and JD Vance,143,26,100,0,17,0
Burlington,Cinnaminson Township Election District 13,President,,REP,Donald J. Trump and JD Vance,337,69,213,0,55,0
Burlington,Cinnaminson Township Election District 14,President,,REP,Donald J. Trump and JD Vance,161,16,122,0,23,0
Burlington,Cinnaminson Township Election District 15,President,,REP,Donald J. Trump and JD Vance,115,14,93,0,8,0
Burlington,Cinnaminson Township Election District 16,President,,REP,Donald J. Trump and JD Vance,222,32,157,0,33,0
Burlington,Cinnaminson Township Election District 17,President,,REP,Donald J. Trump and JD Vance,337,66,227,0,44,0
Burlington,Cinnaminson Township Election District 18,President,,REP,Donald J. Trump and JD Vance,251,51,152,0,48,0
Burlington,Cinnaminson Township Election District 19,President,,REP,Donald J. Trump and JD Vance,110,21,83,0,6,0
Burlington,Cinnaminson Township Election District 20,President,,REP,Donald J. Trump and JD Vance,158,18,108,0,32,0
Burlington,Delanco Township Election District 1,President,,REP,Donald J. Trump and JD Vance,139,13,114,0,12,0
Burlington,Delanco Township Election District 2,President,,REP,Donald J. Trump and JD Vance,185,30,141,0,14,0
Burlington,Delanco Township Election District 3,President,,REP,Donald J. Trump and JD Vance,197,31,147,0,19,0
Burlington,Delanco Township Election District 4,President,,REP,Donald J. Trump and JD Vance,189,10,157,0,22,0
Burlington,Delanco Township Election District 5,President,,REP,Donald J. Trump and JD Vance,195,24,155,0,16,0
Burlington,Delanco Township Election District 6,President,,REP,Donald J. Trump and JD Vance,195,29,133,0,33,0
Burlington,Delran Township Election District: Ward 1 - District 1,President,,REP,Donald J. Trump and JD Vance,124,18,91,0,15,0
Burlington,Delran Township Election District: Ward 1 - District 2,President,,REP,Donald J. Trump and JD Vance,202,25,157,0,20,0
Burlington,Delran Township Election District: Ward 1 - District 3,President,,REP,Donald J. Trump and JD Vance,119,33,77,0,9,0
Burlington,Delran Township Election District: Ward 1 - District 4,President,,REP,Donald J. Trump and JD Vance,238,32,184,0,22,0
Burlington,Delran Township Election District: Ward 1 - District 5,President,,REP,Donald J. Trump and JD Vance,158,32,110,0,16,0
Burlington,Delran Township Election District: Ward 1 - District 6,President,,REP,Donald J. Trump and JD Vance,221,37,150,0,34,0
Burlington,Delran Township Election District: Ward 2 - District 1,President,,REP,Donald J. Trump and JD Vance,223,58,131,0,34,0
Burlington,Delran Township Election District: Ward 2 - District 2,President,,REP,Donald J. Trump and JD Vance,255,38,193,0,24,0
Burlington,Delran Township Election District: Ward 2 - District 3,President,,REP,Donald J. Trump and JD Vance,279,58,194,0,27,0
Burlington,Delran Township Election District: Ward 2 - District 4,President,,REP,Donald J. Trump and JD Vance,297,46,215,0,36,0
Burlington,Delran Township Election District: Ward 2 - District 5,President,,REP,Donald J. Trump and JD Vance,120,17,83,0,20,0
Burlington,Delran Township Election District: Ward 2 - District 6,President,,REP,Donald J. Trump and JD Vance,206,54,133,0,19,0
Burlington,Delran Township Election District: Ward 3 - District 1,President,,REP,Donald J. Trump and JD Vance,194,34,145,0,15,0
Burlington,Delran Township Election District: Ward 3 - District 2,President,,REP,Donald J. Trump and JD Vance,197,22,152,0,23,0
Burlington,Delran Township Election District: Ward 3 - District 3,President,,REP,Donald J. Trump and JD Vance,265,27,200,0,38,0
Burlington,Delran Township Election District: Ward 3 - District 4,President,,REP,Donald J. Trump and JD Vance,235,33,183,0,19,0
Burlington,Delran Township Election District: Ward 3 - District 5,President,,REP,Donald J. Trump and JD Vance,227,38,153,0,36,0
Burlington,Delran Township Election District: Ward 3 - District 6,President,,REP,Donald J. Trump and JD Vance,104,21,64,0,19,0
Burlington,Eastampton Township Election District 1,President,,REP,Donald J. Trump and JD Vance,252,57,165,0,30,0
Burlington,Eastampton Township Election District 2,President,,REP,Donald J. Trump and JD Vance,567,198,299,0,70,0
Burlington,Eastampton Township Election District 3,President,,REP,Donald J. Trump and JD Vance,208,52,135,0,21,0
Burlington,Eastampton Township Election District 4,President,,REP,Donald J. Trump and JD Vance,283,45,214,0,24,0
Burlington,Edgewater Park Township Election District 1,President,,REP,Donald J. Trump and JD Vance,140,14,103,0,23,0
Burlington,Edgewater Park Township Election District 2,President,,REP,Donald J. Trump and JD Vance,144,20,112,0,12,0
Burlington,Edgewater Park Township Election District 3,President,,REP,Donald J. Trump and JD Vance,137,19,103,0,15,0
Burlington,Edgewater Park Township Election District 4,President,,REP,Donald J. Trump and JD Vance,122,10,104,0,8,0
Burlington,Edgewater Park Township Election District 5,President,,REP,Donald J. Trump and JD Vance,90,14,63,0,13,0
Burlington,Edgewater Park Township Election District 6,President,,REP,Donald J. Trump and JD Vance,191,33,132,0,26,0
Burlington,Edgewater Park Township Election District 7,President,,REP,Donald J. Trump and JD Vance,135,16,107,0,12,0
Burlington,Edgewater Park Township Election District 8,President,,REP,Donald J. Trump and JD Vance,214,33,154,0,27,0
Burlington,Evesham Township Election District 1,President,,REP,Donald J. Trump and JD Vance,259,60,158,0,41,0
Burlington,Evesham Township Election District 2,President,,REP,Donald J. Trump and JD Vance,278,51,190,0,37,0
Burlington,Evesham Township Election District 3,President,,REP,Donald J. Trump and JD Vance,389,101,218,0,70,0
Burlington,Evesham Township Election District 4,President,,REP,Donald J. Trump and JD Vance,262,69,156,0,37,0
Burlington,Evesham Township Election District 5,President,,REP,Donald J. Trump and JD Vance,199,61,117,0,21,0
Burlington,Evesham Township Election District 6,President,,REP,Donald J. Trump and JD Vance,257,94,131,0,32,0
Burlington,Evesham Township Election District 7,President,,REP,Donald J. Trump and JD Vance,473,161,239,0,73,0
Burlington,Evesham Township Election District 8,President,,REP,Donald J. Trump and JD Vance,580,193,312,0,75,0
Burlington,Evesham Township Election District 9,President,,REP,Donald J. Trump and JD Vance,337,109,196,0,32,0
Burlington,Evesham Township Election District 10,President,,REP,Donald J. Trump and JD Vance,211,77,113,0,21,0
Burlington,Evesham Township Election District 11,President,,REP,Donald J. Trump and JD Vance,276,76,181,0,19,0
Burlington,Evesham Township Election District 12,President,,REP,Donald J. Trump and JD Vance,396,127,244,0,25,0
Burlington,Evesham Township Election District 13,President,,REP,Donald J. Trump and JD Vance,458,129,211,0,118,0
Burlington,Evesham Township Election District 14,President,,REP,Donald J. Trump and JD Vance,320,80,205,0,35,0
Burlington,Evesham Township Election District 15,President,,REP,Donald J. Trump and JD Vance,297,80,181,0,36,0
Burlington,Evesham Township Election District 16,President,,REP,Donald J. Trump and JD Vance,258,88,141,0,29,0
Burlington,Evesham Township Election District 17,President,,REP,Donald J. Trump and JD Vance,132,47,66,0,19,0
Burlington,Evesham Township Election District 18,President,,REP,Donald J. Trump and JD Vance,339,103,209,0,27,0
Burlington,Evesham Township Election District 19,President,,REP,Donald J. Trump and JD Vance,358,119,193,0,46,0
Burlington,Evesham Township Election District 20,President,,REP,Donald J. Trump and JD Vance,669,191,379,0,99,0
Burlington,Evesham Township Election District 21,President,,REP,Donald J. Trump and JD Vance,492,181,249,0,62,0
Burlington,Evesham Township Election District 22,President,,REP,Donald J. Trump and JD Vance,271,79,151,0,41,0
Burlington,Evesham Township Election District 23,President,,REP,Donald J. Trump and JD Vance,117,31,73,0,13,0
Burlington,Evesham Township Election District 24,President,,REP,Donald J. Trump and JD Vance,694,270,310,0,114,0
Burlington,Evesham Township Election District 25,President,,REP,Donald J. Trump and JD Vance,241,86,131,0,24,0
Burlington,Evesham Township Election District 26,President,,REP,Donald J. Trump and JD Vance,286,92,154,0,40,0
Burlington,Evesham Township Election District 27,President,,REP,Donald J. Trump and JD Vance,229,76,138,0,15,0
Burlington,Evesham Township Election District 28,President,,REP,Donald J. Trump and JD Vance,344,84,220,0,40,0
Burlington,Evesham Township Election District 29,President,,REP,Donald J. Trump and JD Vance,323,66,235,0,22,0
Burlington,Evesham Township Election District 30,President,,REP,Donald J. Trump and JD Vance,563,225,202,0,136,0
Burlington,Evesham Township Election District 31,President,,REP,Donald J. Trump and JD Vance,418,125,254,0,39,0
Burlington,Evesham Township Election District 32,President,,REP,Donald J. Trump and JD Vance,396,132,211,0,53,0
Burlington,Fieldsboro Borough Election District 1,President,,REP,Donald J. Trump and JD Vance,137,11,122,0,4,0
Burlington,Florence Township Election District: Ward 1 - District 1,President,,REP,Donald J. Trump and JD Vance,389,86,243,0,60,0
Burlington,Florence Township Election District: Ward 1 - District 2,President,,REP,Donald J. Trump and JD Vance,302,41,241,0,20,0
Burlington,Florence Township Election District: Ward 1 - District 3,President,,REP,Donald J. Trump and JD Vance,328,38,261,0,29,0
Burlington,Florence Township Election District: Ward 2 - District 1,President,,REP,Donald J. Trump and JD Vance,386,79,264,0,43,0
Burlington,Florence Township Election District: Ward 2 - District 2,President,,REP,Donald J. Trump and JD Vance,282,73,171,0,38,0
Burlington,Florence Township Election District: Ward 2 - District 3,President,,REP,Donald J. Trump and JD Vance,365,57,270,0,38,0
Burlington,Florence Township Election District: Ward 3 - District 1,President,,REP,Donald J. Trump and JD Vance,222,30,154,0,38,0
Burlington,Florence Township Election District: Ward 3 - District 2,President,,REP,Donald J. Trump and JD Vance,244,32,181,0,31,0
Burlington,Florence Township Election District: Ward 3 - District 3,President,,REP,Donald J. Trump and JD Vance,287,40,213,0,34,0
Burlington,Hainesport Township Election District 1,President,,REP,Donald J. Trump and JD Vance,294,47,214,0,33,0
Burlington,Hainesport Township Election District 2,President,,REP,Donald J. Trump and JD Vance,277,71,149,0,57,0
Burlington,Hainesport Township Election District 3,President,,REP,Donald J. Trump and JD Vance,439,106,245,0,88,0
Burlington,Hainesport Township Election District 4,President,,REP,Donald J. Trump and JD Vance,162,23,111,0,28,0
Burlington,Hainesport Township Election District 5,President,,REP,Donald J. Trump and JD Vance,354,99,212,0,43,0
Burlington,Lumberton Township Election District 1,President,,REP,Donald J. Trump and JD Vance,248,52,157,0,39,0
Burlington,Lumberton Township Election District 2,President,,REP,Donald J. Trump and JD Vance,209,55,122,0,32,0
Burlington,Lumberton Township Election District 3,President,,REP,Donald J. Trump and JD Vance,101,24,67,0,10,0
Burlington,Lumberton Township Election District 4,President,,REP,Donald J. Trump and JD Vance,180,43,124,0,13,0
Burlington,Lumberton Township Election District 5,President,,REP,Donald J. Trump and JD Vance,475,132,263,0,80,0
Burlington,Lumberton Township Election District 6,President,,REP,Donald J. Trump and JD Vance,158,40,104,0,14,0
Burlington,Lumberton Township Election District 7,President,,REP,Donald J. Trump and JD Vance,329,100,189,0,40,0
Burlington,Lumberton Township Election District 8,President,,REP,Donald J. Trump and JD Vance,173,47,104,0,22,0
Burlington,Lumberton Township Election District 9,President,,REP,Donald J. Trump and JD Vance,301,91,167,0,43,0
Burlington,Lumberton Township Election District 10,President,,REP,Donald J. Trump and JD Vance,215,49,128,0,38,0
Burlington,Mansfield Township Election District 1,President,,REP,Donald J. Trump and JD Vance,368,82,230,0,56,0
Burlington,Mansfield Township Election District 2,President,,REP,Donald J. Trump and JD Vance,479,110,322,0,47,0
Burlington,Mansfield Township Election District 3,President,,REP,Donald J. Trump and JD Vance,410,88,264,0,58,0
Burlington,Mansfield Township Election District 4,President,,REP,Donald J. Trump and JD Vance,291,39,196,0,56,0
Burlington,Mansfield Township Election District 5,President,,REP,Donald J. Trump and JD Vance,342,50,219,0,73,0
Burlington,Mansfield Township Election District 6,President,,REP,Donald J. Trump and JD Vance,286,43,187,0,56,0
Burlington,Mansfield Township Election District 7,President,,REP,Donald J. Trump and JD Vance,247,50,158,0,39,0
Burlington,Mansfield Township Election District 8,President,,REP,Donald J. Trump and JD Vance,316,61,216,0,39,0
Burlington,Maple Shade Township Election District 1,President,,REP,Donald J. Trump and JD Vance,290,40,233,0,17,0
Burlington,Maple Shade Township Election District 2,President,,REP,Donald J. Trump and JD Vance,176,20,147,0,9,0
Burlington,Maple Shade Township Election District 3,President,,REP,Donald J. Trump and JD Vance,154,23,117,0,14,0
Burlington,Maple Shade Township Election District 4,President,,REP,Donald J. Trump and JD Vance,255,17,207,0,31,0
Burlington,Maple Shade Township Election District 5,President,,REP,Donald J. Trump and JD Vance,185,16,162,0,7,0
Burlington,Maple Shade Township Election District 6,President,,REP,Donald J. Trump and JD Vance,279,37,232,0,10,0
Burlington,Maple Shade Township Election District 7,President,,REP,Donald J. Trump and JD Vance,209,20,172,0,17,0
Burlington,Maple Shade Township Election District 8,President,,REP,Donald J. Trump and JD Vance,198,17,165,0,16,0
Burlington,Maple Shade Township Election District 9,President,,REP,Donald J. Trump and JD Vance,174,14,151,0,9,0
Burlington,Maple Shade Township Election District 10,President,,REP,Donald J. Trump and JD Vance,201,23,164,0,14,0
Burlington,Maple Shade Township Election District 11,President,,REP,Donald J. Trump and JD Vance,269,41,197,0,31,0
Burlington,Maple Shade Township Election District 12,President,,REP,Donald J. Trump and JD Vance,131,8,105,0,18,0
Burlington,Maple Shade Township Election District 13,President,,REP,Donald J. Trump and JD Vance,148,19,116,0,13,0
Burlington,Maple Shade Township Election District 14,President,,REP,Donald J. Trump and JD Vance,121,8,106,0,7,0
Burlington,Maple Shade Township Election District 15,President,,REP,Donald J. Trump and JD Vance,162,42,103,0,17,0
Burlington,Maple Shade Township Election District 16,President,,REP,Donald J. Trump and JD Vance,137,25,100,0,12,0
Burlington,Maple Shade Township Election District 17,President,,REP,Donald J. Trump and JD Vance,101,6,82,0,13,0
Burlington,Maple Shade Township Election District 18,President,,REP,Donald J. Trump and JD Vance,154,22,123,0,9,0
Burlington,Maple Shade Township Election District 19,President,,REP,Donald J. Trump and JD Vance,128,23,96,0,9,0
Burlington,Medford Lakes Borough Election District 1,President,,REP,Donald J. Trump and JD Vance,285,84,163,0,38,0
Burlington,Medford Lakes Borough Election District 2,President,,REP,Donald J. Trump and JD Vance,256,77,152,0,27,0
Burlington,Medford Lakes Borough Election District 3,President,,REP,Donald J. Trump and JD Vance,276,79,160,0,37,0
Burlington,Medford Lakes Borough Election District 4,President,,REP,Donald J. Trump and JD Vance,326,83,217,0,26,0
Burlington,Medford Township Election District 1,President,,REP,Donald J. Trump and JD Vance,313,116,171,0,26,0
Burlington,Medford Township Election District 2,President,,REP,Donald J. Trump and JD Vance,337,159,125,0,53,0
Burlington,Medford Township Election District 3,President,,REP,Donald J. Trump and JD Vance,383,165,168,0,50,0
Burlington,Medford Township Election District 4,President,,REP,Donald J. Trump and JD Vance,258,91,125,0,42,0
Burlington,Medford Township Election District 5,President,,REP,Donald J. Trump and JD Vance,253,104,117,0,32,0
Burlington,Medford Township Election District 6,President,,REP,Donald J. Trump and JD Vance,1010,460,374,0,176,0
Burlington,Medford Township Election District 7,President,,REP,Donald J. Trump and JD Vance,739,295,324,0,120,0
Burlington,Medford Township Election District 8,President,,REP,Donald J. Trump and JD Vance,355,174,141,0,40,0
Burlington,Medford Township Election District 9,President,,REP,Donald J. Trump and JD Vance,149,39,91,0,19,0
Burlington,Medford Township Election District 10,President,,REP,Donald J. Trump and JD Vance,344,123,187,0,34,0
Burlington,Medford Township Election District 11,President,,REP,Donald J. Trump and JD Vance,433,191,188,0,54,0
Burlington,Medford Township Election District 12,President,,REP,Donald J. Trump and JD Vance,524,250,208,0,66,0
Burlington,Medford Township Election District 13,President,,REP,Donald J. Trump and JD Vance,592,225,264,0,103,0
Burlington,Medford Township Election District 14,President,,REP,Donald J. Trump and JD Vance,253,122,95,0,36,0
Burlington,Medford Township Election District 15,President,,REP,Donald J. Trump and JD Vance,328,143,150,0,35,0
Burlington,Medford Township Election District 16,President,,REP,Donald J. Trump and JD Vance,343,134,162,0,47,0
Burlington,Medford Township Election District 17,President,,REP,Donald J. Trump and JD Vance,387,165,174,0,48,0
Burlington,Moorestown Township Election District 1,President,,REP,Donald J. Trump and JD Vance,210,22,178,0,10,0
Burlington,Moorestown Township Election District 2,President,,REP,Donald J. Trump and JD Vance,239,35,179,0,25,0
Burlington,Moorestown Township Election District 3,President,,REP,Donald J. Trump and JD Vance,212,38,148,0,26,0
Burlington,Moorestown Township Election District 4,President,,REP,Donald J. Trump and JD Vance,193,25,146,0,22,0
Burlington,Moorestown Township Election District 5,President,,REP,Donald J. Trump and JD Vance,263,38,180,0,45,0
Burlington,Moorestown Township Election District 6,President,,REP,Donald J. Trump and JD Vance,219,23,164,0,32,0
Burlington,Moorestown Township Election District 7,President,,REP,Donald J. Trump and JD Vance,180,34,118,0,28,0
Burlington,Moorestown Township Election District 8,President,,REP,Donald J. Trump and JD Vance,173,21,122,0,30,0
Burlington,Moorestown Township Election District 9,President,,REP,Donald J. Trump and JD Vance,193,35,105,0,53,0
Burlington,Moorestown Township Election District 10,President,,REP,Donald J. Trump and JD Vance,247,41,156,0,50,0
Burlington,Moorestown Township Election District 11,President,,REP,Donald J. Trump and JD Vance,166,29,123,0,14,0
Burlington,Moorestown Township Election District 12,President,,REP,Donald J. Trump and JD Vance,213,37,144,0,32,0
Burlington,Moorestown Township Election District 13,President,,REP,Donald J. Trump and JD Vance,192,23,136,0,33,0
Burlington,Moorestown Township Election District 14,President,,REP,Donald J. Trump and JD Vance,257,66,143,0,48,0
Burlington,Moorestown Township Election District 15,President,,REP,Donald J. Trump and JD Vance,227,46,133,0,48,0
Burlington,Moorestown Township Election District 16,President,,REP,Donald J. Trump and JD Vance,210,32,134,0,44,0
Burlington,Moorestown Township Election District 17,President,,REP,Donald J. Trump and JD Vance,277,54,170,0,53,0
Burlington,Moorestown Township Election District 18,President,,REP,Donald J. Trump and JD Vance,357,99,184,0,74,0
Burlington,Moorestown Township Election District 19,President,,REP,Donald J. Trump and JD Vance,221,62,127,0,32,0
Burlington,Moorestown Township Election District 20,President,,REP,Donald J. Trump and JD Vance,409,101,237,0,71,0
Burlington,Mount Holly Township Election District 1,President,,REP,Donald J. Trump and JD Vance,157,36,95,0,26,0
Burlington,Mount Holly Township Election District 2,President,,REP,Donald J. Trump and JD Vance,151,24,110,0,17,0
Burlington,Mount Holly Township Election District 3,President,,REP,Donald J. Trump and JD Vance,266,54,184,0,28,0
Burlington,Mount Holly Township Election District 4,President,,REP,Donald J. Trump and JD Vance,243,55,147,0,41,0
Burlington,Mount Holly Township Election District 5,President,,REP,Donald J. Trump and JD Vance,138,24,90,0,24,0
Burlington,Mount Holly Township Election District 6,President,,REP,Donald J. Trump and JD Vance,107,14,83,0,10,0
Burlington,Mount Holly Township Election District 7,President,,REP,Donald J. Trump and JD Vance,193,37,133,0,23,0
Burlington,Mount Laurel Township Election District 1,President,,REP,Donald J. Trump and JD Vance,366,86,245,0,35,0
Burlington,Mount Laurel Township Election District 2,President,,REP,Donald J. Trump and JD Vance,524,167,271,0,86,0
Burlington,Mount Laurel Township Election District 3,President,,REP,Donald J. Trump and JD Vance,302,64,201,0,37,0
Burlington,Mount Laurel Township Election District 4,President,,REP,Donald J. Trump and JD Vance,313,69,221,0,23,0
Burlington,Mount Laurel Township Election District 5,President,,REP,Donald J. Trump and JD Vance,224,65,133,0,26,0
Burlington,Mount Laurel Township Election District 6,President,,REP,Donald J. Trump and JD Vance,387,119,216,0,52,0
Burlington,Mount Laurel Township Election District 7,President,,REP,Donald J. Trump and JD Vance,332,98,180,0,54,0
Burlington,Mount Laurel Township Election District 8,President,,REP,Donald J. Trump and JD Vance,248,73,141,0,34,0
Burlington,Mount Laurel Township Election District 9,President,,REP,Donald J. Trump and JD Vance,310,73,193,0,44,0
Burlington,Mount Laurel Township Election District 10,President,,REP,Donald J. Trump and JD Vance,171,36,118,0,17,0
Burlington,Mount Laurel Township Election District 11,President,,REP,Donald J. Trump and JD Vance,318,73,188,0,57,0
Burlington,Mount Laurel Township Election District 12,President,,REP,Donald J. Trump and JD Vance,183,55,103,0,25,0
Burlington,Mount Laurel Township Election District 13,President,,REP,Donald J. Trump and JD Vance,278,81,164,0,33,0
Burlington,Mount Laurel Township Election District 14,President,,REP,Donald J. Trump and JD Vance,423,112,263,0,48,0
Burlington,Mount Laurel Township Election District 15,President,,REP,Donald J. Trump and JD Vance,556,153,327,0,76,0
Burlington,Mount Laurel Township Election District 16,President,,REP,Donald J. Trump and JD Vance,457,194,196,0,67,0
Burlington,Mount Laurel Township Election District 17,President,,REP,Donald J. Trump and JD Vance,171,59,58,0,54,0
Burlington,Mount Laurel Township Election District 18,President,,REP,Donald J. Trump and JD Vance,358,136,153,0,69,0
Burlington,Mount Laurel Township Election District 19,President,,REP,Donald J. Trump and JD Vance,266,80,161,0,25,0
Burlington,Mount Laurel Township Election District 20,President,,REP,Donald J. Trump and JD Vance,619,192,352,0,75,0
Burlington,Mount Laurel Township Election District 21,President,,REP,Donald J. Trump and JD Vance,502,165,231,0,106,0
Burlington,Mount Laurel Township Election District 22,President,,REP,Donald J. Trump and JD Vance,191,66,84,0,41,0
Burlington,Mount Laurel Township Election District 23,President,,REP,Donald J. Trump and JD Vance,477,146,186,0,145,0
Burlington,Mount Laurel Township Election District 24,President,,REP,Donald J. Trump and JD Vance,325,96,189,0,40,0
Burlington,Mount Laurel Township Election District 25,President,,REP,Donald J. Trump and JD Vance,153,48,84,0,21,0
Burlington,Mount Laurel Township Election District 26,President,,REP,Donald J. Trump and JD Vance,274,94,148,0,32,0
Burlington,Mount Laurel Township Election District 27,President,,REP,Donald J. Trump and JD Vance,189,54,106,0,29,0
