county,municipality,office,district,party,candidate,votes
Gloucester,National Park,U.S. House,1,We Deserve Better,Scot John Tomaszewski,10
Gloucester,National Park,U.S. House,1,Stop Boss Politics,Robert Shapiro,5
Gloucester,National Park,U.S. House,1,D-R Party,Donald E. Letton,0
Gloucester,Paulsboro,U.S. House,1,Democratic,Donald W. Norcross,826
Gloucester,Paulsboro,U.S. House,1,Republican,Garry W. Cobb,239
Gloucester,Paulsboro,U.S. House,1,We Deserve Better,Scot John Tomaszewski,20
Gloucester,Paulsboro,U.S. House,1,Stop Boss Politics,Robert Shapiro,11
Gloucester,Paulsboro,U.S. House,1,D-R Party,Donald E. Letton,5
Gloucester,Washington,U.S. House,1,Democratic,Donald W. Norcross,5213
Gloucester,Washington,U.S. House,1,Republican,Garry W. Cobb,6083
Gloucester,Washington,U.S. House,1,We Deserve Better,Scot John Tomaszewski,149
Gloucester,Washington,U.S. House,1,Stop Boss Politics,Robert Shapiro,90
Gloucester,Washington,U.S. House,1,D-R Party,Donald E. Letton,16
Gloucester,Wenonah,U.S. House,1,Democratic,Donald W. Norcross,382
Gloucester,Wenonah,U.S. House,1,Republican,Garry W. Cobb,462
Gloucester,Wenonah,U.S. House,1,We Deserve Better,Scot John Tomaszewski,17
Gloucester,Wenonah,U.S. House,1,Stop Boss Politics,Robert Shapiro,18
Gloucester,Wenonah,U.S. House,1,D-R Party,Donald E. Letton,2
Gloucester,West Deptford,U.S. House,1,Democratic,Donald W. Norcross,3136
Gloucester,West Deptford,U.S. House,1,Republican,Garry W. Cobb,2695
Gloucester,West Deptford,U.S. House,1,We Deserve Better,Scot John Tomaszewski,91
Gloucester,West Deptford,U.S. House,1,Stop Boss Politics,Robert Shapiro,44
Gloucester,West Deptford,U.S. House,1,D-R Party,Donald E. Letton,18
Gloucester,Westville,U.S. House,1,Democratic,Donald W. Norcross,378
Gloucester,Westville,U.S. House,1,Republican,Garry W. Cobb,363
Gloucester,Westville,U.S. House,1,We Deserve Better,Scot John Tomaszewski,27
Gloucester,Westville,U.S. House,1,Stop Boss Politics,Robert Shapiro,10
Gloucester,Westville,U.S. House,1,D-R Party,Donald E. Letton,2
Gloucester,Woodbury,U.S. House,1,Democratic,Donald W. Norcross,1394
Gloucester,Woodbury,U.S. House,1,Republican,Garry W. Cobb,961
Gloucester,Woodbury,U.S. House,1,We Deserve Better,Scot John Tomaszewski,29
Gloucester,Woodbury,U.S. House,1,Stop Boss Politics,Robert Shapiro,24
Gloucester,Woodbury,U.S. House,1,D-R Party,Donald E. Letton,7
Gloucester,Woodbury Heights,U.S. House,1,Democratic,Donald W. Norcross,527
Gloucester,Woodbury Heights,U.S. House,1,Republican,Garry W. Cobb,415
Gloucester,Woodbury Heights,U.S. House,1,We Deserve Better,Scot John Tomaszewski,19
Gloucester,Woodbury Heights,U.S. House,1,Stop Boss Politics,Robert Shapiro,6
Gloucester,Woodbury Heights,U.S. House,1,D-R Party,Donald E. Letton,3
Gloucester,Federal Overseas,U.S. House,1,Democratic,Donald W. Norcross,6
Gloucester,Federal Overseas,U.S. House,1,Republican,Garry W. Cobb,0
Gloucester,Federal Overseas,U.S. House,1,We Deserve Better,Scot John Tomaszewski,0
Gloucester,Federal Overseas,U.S. House,1,Stop Boss Politics,Robert Shapiro,0
Gloucester,Federal Overseas,U.S. House,1,D-R Party,Donald E. Letton,0
