county,precinct,office,district,candidate,party,votes,election_day,mail,military,provisional,overseas
Sussex,FRANKLIN BORO 3,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,FRANKLIN BORO 3,President,,Kennedy / Hart,SWP,1,1,0,0,0,0
Sussex,FRANKLIN BORO 3,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FRANKLIN BORO 3,President,,La Riva / Puryear,SAL,1,0,1,0,0,0
Sussex,FRANKLIN BORO 3,President,,Stein / Baraka,GRN,21,21,0,0,0,0
Sussex,FRANKLIN BORO 3,President,,WRITE-IN,,7,6,1,0,0,0
Sussex,FREDON TWP 1,Registered Voters,,,,605,,,,,
Sussex,FREDON TWP 1,Ballots Cast,,,,447,402,43,0,2,0
Sussex,FREDON TWP 1,President,,Clinton / Kaine,DEM,125,114,10,0,1,0
Sussex,FREDON TWP 1,President,,Trump / Pence,REP,295,264,31,0,0,0
Sussex,FREDON TWP 1,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,FREDON TWP 1,President,,Johnson / Weld,LIB,18,15,2,0,1,0
Sussex,FREDON TWP 1,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,FREDON TWP 1,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FREDON TWP 1,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FREDON TWP 1,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FREDON TWP 1,President,,Stein / Baraka,GRN,2,2,0,0,0,0
Sussex,FREDON TWP 1,President,,WRITE-IN,,3,3,0,0,0,0
Sussex,FREDON TWP 2,Registered Voters,,,,876,,,,,
Sussex,FREDON TWP 2,Ballots Cast,,,,693,634,56,0,2,1
Sussex,FREDON TWP 2,President,,Clinton / Kaine,DEM,190,165,25,0,0,0
Sussex,FREDON TWP 2,President,,Trump / Pence,REP,465,435,27,0,2,1
Sussex,FREDON TWP 2,President,,Castle / Bradley,CST,1,1,0,0,0,0
Sussex,FREDON TWP 2,President,,Johnson / Weld,LIB,14,12,2,0,0,0
Sussex,FREDON TWP 2,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,FREDON TWP 2,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FREDON TWP 2,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FREDON TWP 2,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FREDON TWP 2,President,,Stein / Baraka,GRN,13,11,2,0,0,0
Sussex,FREDON TWP 2,President,,WRITE-IN,,5,5,0,0,0,0
Sussex,FREDON TWP 3,Registered Voters,,,,502,,,,,
Sussex,FREDON TWP 3,Ballots Cast,,,,392,348,39,1,3,1
Sussex,FREDON TWP 3,President,,Clinton / Kaine,DEM,135,115,17,1,1,1
Sussex,FREDON TWP 3,President,,Trump / Pence,REP,224,201,21,0,2,0
Sussex,FREDON TWP 3,President,,Castle / Bradley,CST,1,1,0,0,0,0
Sussex,FREDON TWP 3,President,,Johnson / Weld,LIB,11,10,1,0,0,0
Sussex,FREDON TWP 3,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,FREDON TWP 3,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FREDON TWP 3,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FREDON TWP 3,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FREDON TWP 3,President,,Stein / Baraka,GRN,5,5,0,0,0,0
Sussex,FREDON TWP 3,President,,WRITE-IN,,10,10,0,0,0,0
Sussex,FREDON TWP 4,Registered Voters,,,,554,,,,,
Sussex,FREDON TWP 4,Ballots Cast,,,,438,381,57,0,0,0
Sussex,FREDON TWP 4,President,,Clinton / Kaine,DEM,130,104,26,0,0,0
Sussex,FREDON TWP 4,President,,Trump / Pence,REP,283,255,28,0,0,0
Sussex,FREDON TWP 4,President,,Castle / Bradley,CST,0,0,0,0,0,0
Sussex,FREDON TWP 4,President,,Johnson / Weld,LIB,14,11,3,0,0,0
Sussex,FREDON TWP 4,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,FREDON TWP 4,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FREDON TWP 4,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FREDON TWP 4,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FREDON TWP 4,President,,Stein / Baraka,GRN,4,4,0,0,0,0
Sussex,FREDON TWP 4,President,,WRITE-IN,,5,5,0,0,0,0
Sussex,GREEN TWP 1,Registered Voters,,,,920,,,,,
Sussex,GREEN TWP 1,Ballots Cast,,,,670,621,45,2,2,0
Sussex,GREEN TWP 1,President,,Clinton / Kaine,DEM,192,182,10,0,0,0
Sussex,GREEN TWP 1,President,,Trump / Pence,REP,437,400,33,2,2,0
Sussex,GREEN TWP 1,President,,Castle / Bradley,CST,0,0,0,0,0,0
Sussex,GREEN TWP 1,President,,Johnson / Weld,LIB,18,18,0,0,0,0
Sussex,GREEN TWP 1,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,GREEN TWP 1,President,,Kennedy / Hart,SWP,2,2,0,0,0,0
Sussex,GREEN TWP 1,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,GREEN TWP 1,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,GREEN TWP 1,President,,Stein / Baraka,GRN,9,8,1,0,0,0
Sussex,GREEN TWP 1,President,,WRITE-IN,,8,8,0,0,0,0
Sussex,GREEN TWP 2,Registered Voters,,,,863,,,,,
Sussex,GREEN TWP 2,Ballots Cast,,,,663,602,55,2,4,0
Sussex,GREEN TWP 2,President,,Clinton / Kaine,DEM,206,184,21,1,0,0
Sussex,GREEN TWP 2,President,,Trump / Pence,REP,413,381,27,1,4,0
Sussex,GREEN TWP 2,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,GREEN TWP 2,President,,Johnson / Weld,LIB,19,16,3,0,0,0
Sussex,GREEN TWP 2,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,GREEN TWP 2,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
