county,municipality,office,district,candidate,party,votes
BURLINGTON,Fieldsboro Boro,General Assembly,7,Troy Singleton,Democratic,62
BURLINGTON,Florence Twp.,General Assembly,7,Troy Singleton,Democratic,"1,341"
BURLINGTON,Moorestwon Twp.,General Assembly,7,Troy Singleton,Democratic,"1,565"
BURLINGTON,Mount Laurel Twp.,General Assembly,7,Troy Singleton,Democratic,"3,160"
BURLINGTON,Palmyra Boro,General Assembly,7,Troy Singleton,Democratic,909
BURLINGTON,Riverside Twp.,General Assembly,7,Troy Singleton,Democratic,636
BURLINGTON,Riverton Boro,General Assembly,7,Troy Singleton,Democratic,438
BURLINGTON,Willingboro Twp.,General Assembly,7,Troy Singleton,Democratic,"4,766"
BURLINGTON,COUNTY TOTAL,General Assembly,7,Troy Singleton,Democratic,"22,056"
,DISTRICT TOTAL,General Assembly,7,Troy Singleton,Democratic,"22,056"
BURLINGTON,Beverly City,General Assembly,7,Bill Conley,Republican,150
BURLINGTON,Bordentown City,General Assembly,7,Bill Conley,Republican,241
BURLINGTON,Bordentown Twp.,General Assembly,7,Bill Conley,Republican,707
BURLINGTON,Burlington City,General Assembly,7,Bill Conley,Republican,734
BURLINGTON,Burlington Twp.,General Assembly,7,Bill Conley,Republican,"1,119"
BURLINGTON,Cinnaminson Twp.,General Assembly,7,Bill Conley,Republican,"1,504"
BURLINGTON,Delanco Twp.,General Assembly,7,Bill Conley,Republican,475
BURLINGTON,Delran Twp.,General Assembly,7,Bill Conley,Republican,983
BURLINGTON,Edgewater Park Twp.,General Assembly,7,Bill Conley,Republican,421
BURLINGTON,Fieldsboro Boro,General Assembly,7,Bill Conley,Republican,20
BURLINGTON,Florence Twp.,General Assembly,7,Bill Conley,Republican,"1,343"
BURLINGTON,Moorestwon Twp.,General Assembly,7,Bill Conley,Republican,"1,646"
BURLINGTON,Mount Laurel Twp.,General Assembly,7,Bill Conley,Republican,"3,086"
BURLINGTON,Palmyra Boro,General Assembly,7,Bill Conley,Republican,659
BURLINGTON,Riverside Twp.,General Assembly,7,Bill Conley,Republican,433
BURLINGTON,Riverton Boro,General Assembly,7,Bill Conley,Republican,309
BURLINGTON,Willingboro Twp.,General Assembly,7,Bill Conley,Republican,442
BURLINGTON,COUNTY TOTAL,General Assembly,7,Bill Conley,Republican,"14,272"
,DISTRICT TOTAL,General Assembly,7,Bill Conley,Republican,"14,272"
BURLINGTON,Beverly City,General Assembly,7,Rob Prisco,Republican,149
BURLINGTON,Bordentown City,General Assembly,7,Rob Prisco,Republican,238
BURLINGTON,Bordentown Twp.,General Assembly,7,Rob Prisco,Republican,703
BURLINGTON,Burlington City,General Assembly,7,Rob Prisco,Republican,721
BURLINGTON,Burlington Twp.,General Assembly,7,Rob Prisco,Republican,"1,053"
BURLINGTON,Cinnaminson Twp.,General Assembly,7,Rob Prisco,Republican,"1,453"
BURLINGTON,Delanco Twp.,General Assembly,7,Rob Prisco,Republican,483
BURLINGTON,Delran Twp.,General Assembly,7,Rob Prisco,Republican,"1,003"
BURLINGTON,Edgewater Park Twp.,General Assembly,7,Rob Prisco,Republican,406
BURLINGTON,Fieldsboro Boro,General Assembly,7,Rob Prisco,Republican,24
BURLINGTON,Florence Twp.,General Assembly,7,Rob Prisco,Republican,"1,305"
BURLINGTON,Moorestwon Twp.,General Assembly,7,Rob Prisco,Republican,"1,611"
BURLINGTON,Mount Laurel Twp.,General Assembly,7,Rob Prisco,Republican,"2,982"
BURLINGTON,Palmyra Boro,General Assembly,7,Rob Prisco,Republican,632
BURLINGTON,Riverside Twp.,General Assembly,7,Rob Prisco,Republican,490
BURLINGTON,Riverton Boro,General Assembly,7,Rob Prisco,Republican,304
BURLINGTON,Willingboro Twp.,General Assembly,7,Rob Prisco,Republican,392
BURLINGTON,COUNTY TOTAL,General Assembly,7,Rob Prisco,Republican,"13,949"
,DISTRICT TOTAL,General Assembly,7,Rob Prisco,Republican,"13,949"
ATLANTIC,Hammonton Twn.,General Assembly,8,Maria Rodriguez- Gregg,Republican,"1,989"
ATLANTIC,COUNTY TOTAL,General Assembly,8,Maria Rodriguez- Gregg,Republican,"1,989"
ATLANTIC,Hammonton Twn.,General Assembly,8,Joe Howarth,Republican,"1,988"
ATLANTIC,COUNTY TOTAL,General Assembly,8,Joe Howarth,Republican,"1,988"
BURLINGTON,Eastampton Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,421
BURLINGTON,Evesham Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,"3,117"
BURLINGTON,Hainesport Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,850
BURLINGTON,Lumberton Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,870
BURLINGTON,Mansfield Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,882
BURLINGTON,Medford Lakes Boro,General Assembly,8,Maria Rodriguez- Gregg,Republican,524
BURLINGTON,Medford Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,"2,123"
BURLINGTON,Mount Holly Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,480
BURLINGTON,Pemberton Boro,General Assembly,8,Maria Rodriguez- Gregg,Republican,132
BURLINGTON,Pemberton Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,"1,128"
BURLINGTON,Shamong Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,503
BURLINGTON,Southampton Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,"1,282"
BURLINGTON,Springfield Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,384
BURLINGTON,Westampton Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,"1,104"
BURLINGTON,Woodland Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,143
BURLINGTON,COUNTY TOTAL,General Assembly,8,Maria Rodriguez- Gregg,Republican,"13,943"
BURLINGTON,Eastampton Twp.,General Assembly,8,Joe Howarth,Republican,412
BURLINGTON,Evesham Twp.,General Assembly,8,Joe Howarth,Republican,"3,191"
BURLINGTON,Hainesport Twp.,General Assembly,8,Joe Howarth,Republican,818
BURLINGTON,Lumberton Twp.,General Assembly,8,Joe Howarth,Republican,856
BURLINGTON,Mansfield Twp.,General Assembly,8,Joe Howarth,Republican,862
BURLINGTON,Medford Lakes Boro,General Assembly,8,Joe Howarth,Republican,529
BURLINGTON,Medford Twp.,General Assembly,8,Joe Howarth,Republican,"2,116"
BURLINGTON,Mount Holly Twp.,General Assembly,8,Joe Howarth,Republican,478
BURLINGTON,Pemberton Boro,General Assembly,8,Joe Howarth,Republican,132
BURLINGTON,Pemberton Twp.,General Assembly,8,Joe Howarth,Republican,"1,123"
BURLINGTON,Shamong Twp.,General Assembly,8,Joe Howarth,Republican,498
BURLINGTON,Southampton Twp.,General Assembly,8,Joe Howarth,Republican,"1,282"
BURLINGTON,Springfield Twp.,General Assembly,8,Joe Howarth,Republican,380
BURLINGTON,Westampton Twp.,General Assembly,8,Joe Howarth,Republican,"1,078"
BURLINGTON,Woodland Twp.,General Assembly,8,Joe Howarth,Republican,131
BURLINGTON,COUNTY TOTAL,General Assembly,8,Joe Howarth,Republican,"13,886"
CAMDEN,Berlin Boro,General Assembly,8,Maria Rodriguez- Gregg,Republican,"1,007"
CAMDEN,Pine Hill Boro,General Assembly,8,Maria Rodriguez- Gregg,Republican,409
CAMDEN,Pine Valley Boro,General Assembly,8,Maria Rodriguez- Gregg,Republican,9
CAMDEN,Waterford Twp.,General Assembly,8,Maria Rodriguez- Gregg,Republican,960
CAMDEN,COUNTY TOTAL,General Assembly,8,Maria Rodriguez- Gregg,Republican,"2,385"
,DISTRICT TOTAL,General Assembly,8,Maria Rodriguez- Gregg,Republican,"18,317"
CAMDEN,Berlin Boro,General Assembly,8,Joe Howarth,Republican,996
CAMDEN,Pine Hill Boro,General Assembly,8,Joe Howarth,Republican,396
CAMDEN,Pine Valley Boro,General Assembly,8,Joe Howarth,Republican,9
CAMDEN,Waterford Twp.,General Assembly,8,Joe Howarth,Republican,959
CAMDEN,COUNTY TOTAL,General Assembly,8,Joe Howarth,Republican,"2,360"
,DISTRICT TOTAL,General Assembly,8,Joe Howarth,Republican,"18,234"
ATLANTIC,Galloway Twp.,General Assembly,9,Brian E. Rumpf,Republican,"2,798"
ATLANTIC,Port Republic City,General Assembly,9,Brian E. Rumpf,Republican,185
ATLANTIC,COUNTY TOTAL,General Assembly,9,Brian E. Rumpf,Republican,"2,983"
ATLANTIC,Galloway Twp.,General Assembly,9,Dianne C. Gove,Republican,"2,851"
ATLANTIC,Port Republic City,General Assembly,9,Dianne C. Gove,Republican,199
ATLANTIC,COUNTY TOTAL,General Assembly,9,Dianne C. Gove,Republican,"3,050"
ATLANTIC,Galloway Twp.,General Assembly,9,Fran Zimmer,Democratic,"2,255"
ATLANTIC,Port Republic City,General Assembly,9,Fran Zimmer,Democratic,83
ATLANTIC,COUNTY TOTAL,General Assembly,9,Fran Zimmer,Democratic,"2,338"
ATLANTIC,Galloway Twp.,General Assembly,9,John Bingham,Democratic,"2,128"
ATLANTIC,Port Republic City,General Assembly,9,John Bingham,Democratic,72
ATLANTIC,COUNTY TOTAL,General Assembly,9,John Bingham,Democratic,"2,200"
BURLINGTON,Bass River Twp.,General Assembly,9,Brian E. Rumpf,Republican,195
BURLINGTON,Tabernacle Twp.,General Assembly,9,Brian E. Rumpf,Republican,750
BURLINGTON,Washington Twp.,General Assembly,9,Brian E. Rumpf,Republican,89
BURLINGTON,COUNTY TOTAL,General Assembly,9,Brian E. Rumpf,Republican,"1,034"
BURLINGTON,Bass River Twp.,General Assembly,9,Dianne C. Gove,Republican,183
BURLINGTON,Tabernacle Twp.,General Assembly,9,Dianne C. Gove,Republican,748
BURLINGTON,Washington Twp.,General Assembly,9,Dianne C. Gove,Republican,87
BURLINGTON,COUNTY TOTAL,General Assembly,9,Dianne C. Gove,Republican,"1,018"
BURLINGTON,Bass River Twp.,General Assembly,9,Fran Zimmer,Democratic,60
BURLINGTON,Tabernacle Twp.,General Assembly,9,Fran Zimmer,Democratic,314
BURLINGTON,Washington Twp.,General Assembly,9,Fran Zimmer,Democratic,22
BURLINGTON,COUNTY TOTAL,General Assembly,9,Fran Zimmer,Democratic,396
BURLINGTON,Bass River Twp.,General Assembly,9,John Bingham,Democratic,51
BURLINGTON,Tabernacle Twp.,General Assembly,9,John Bingham,Democratic,301
BURLINGTON,Washington Twp.,General Assembly,9,John Bingham,Democratic,29
BURLINGTON,COUNTY TOTAL,General Assembly,9,John Bingham,Democratic,381
OCEAN,Barnegat Light Boro,General Assembly,9,Brian E. Rumpf,Republican,126
OCEAN,Barnegat Twp,General Assembly,9,Brian E. Rumpf,Republican,"2,247"
OCEAN,Beach Haven Boro,General Assembly,9,Brian E. Rumpf,Republican,162
OCEAN,Beachwood Boro,General Assembly,9,Brian E. Rumpf,Republican,705
OCEAN,Berkeley Twp.,General Assembly,9,Brian E. Rumpf,Republican,"5,285"
OCEAN,Eagleswood Twp.,General Assembly,9,Brian E. Rumpf,Republican,184
OCEAN,Harvey Cedars Boro,General Assembly,9,Brian E. Rumpf,Republican,82
OCEAN,Lacey Twp.,General Assembly,9,Brian E. Rumpf,Republican,"2,969"
OCEAN,Little Egg Harbor Twp.,General Assembly,9,Brian E. Rumpf,Republican,"2,269"
OCEAN,Long Beach Twp.,General Assembly,9,Brian E. Rumpf,Republican,611
OCEAN,Ocean Gate Boro,General Assembly,9,Brian E. Rumpf,Republican,251
OCEAN,Ocean Twp.,General Assembly,9,Brian E. Rumpf,Republican,977
OCEAN,Pine Beach Boro,General Assembly,9,Brian E. Rumpf,Republican,276
OCEAN,Seaside Park Boro,General Assembly,9,Brian E. Rumpf,Republican,347
OCEAN,Ship Bottom Boro,General Assembly,9,Brian E. Rumpf,Republican,203
OCEAN,South Toms River Boro,General Assembly,9,Brian E. Rumpf,Republican,202
OCEAN,Stafford Twp.,General Assembly,9,Brian E. Rumpf,Republican,"2,786"
OCEAN,Surf City Boro,General Assembly,9,Brian E. Rumpf,Republican,269
OCEAN,Tuckerton Boro,General Assembly,9,Brian E. Rumpf,Republican,357
OCEAN,COUNTY TOTAL,General Assembly,9,Brian E. Rumpf,Republican,"20,308"
,DISTRICT TOTAL,General Assembly,9,Brian E. Rumpf,Republican,"24,325"
OCEAN,Barnegat Light Boro,General Assembly,9,Dianne C. Gove,Republican,134
OCEAN,Barnegat Twp,General Assembly,9,Dianne C. Gove,Republican,"2,204"
OCEAN,Beach Haven Boro,General Assembly,9,Dianne C. Gove,Republican,170
OCEAN,Beachwood Boro,General Assembly,9,Dianne C. Gove,Republican,659
OCEAN,Berkeley Twp.,General Assembly,9,Dianne C. Gove,Republican,"5,069"
OCEAN,Eagleswood Twp.,General Assembly,9,Dianne C. Gove,Republican,172
OCEAN,Harvey Cedars Boro,General Assembly,9,Dianne C. Gove,Republican,90
OCEAN,Lacey Twp.,General Assembly,9,Dianne C. Gove,Republican,"2,864"
OCEAN,Little Egg Harbor Twp.,General Assembly,9,Dianne C. Gove,Republican,"2,099"
OCEAN,Long Beach Twp.,General Assembly,9,Dianne C. Gove,Republican,631
OCEAN,Ocean Gate Boro,General Assembly,9,Dianne C. Gove,Republican,238
OCEAN,Ocean Twp.,General Assembly,9,Dianne C. Gove,Republican,952
OCEAN,Pine Beach Boro,General Assembly,9,Dianne C. Gove,Republican,267
OCEAN,Seaside Park Boro,General Assembly,9,Dianne C. Gove,Republican,351
OCEAN,Ship Bottom Boro,General Assembly,9,Dianne C. Gove,Republican,209
OCEAN,South Toms River Boro,General Assembly,9,Dianne C. Gove,Republican,200
OCEAN,Stafford Twp.,General Assembly,9,Dianne C. Gove,Republican,"2,708"
OCEAN,Surf City Boro,General Assembly,9,Dianne C. Gove,Republican,259
OCEAN,Tuckerton Boro,General Assembly,9,Dianne C. Gove,Republican,332
OCEAN,COUNTY TOTAL,General Assembly,9,Dianne C. Gove,Republican,"19,608"
,DISTRICT TOTAL,General Assembly,9,Dianne C. Gove,Republican,"23,676"
OCEAN,Barnegat Light Boro,General Assembly,9,Fran Zimmer,Democratic,54
OCEAN,Barnegat Twp,General Assembly,9,Fran Zimmer,Democratic,"1,235"
OCEAN,Beach Haven Boro,General Assembly,9,Fran Zimmer,Democratic,56
OCEAN,Beachwood Boro,General Assembly,9,Fran Zimmer,Democratic,358
OCEAN,Berkeley Twp.,General Assembly,9,Fran Zimmer,Democratic,"2,499"
OCEAN,Eagleswood Twp.,General Assembly,9,Fran Zimmer,Democratic,48
OCEAN,Harvey Cedars Boro,General Assembly,9,Fran Zimmer,Democratic,38
OCEAN,Lacey Twp.,General Assembly,9,Fran Zimmer,Democratic,"1,366"
OCEAN,Little Egg Harbor Twp.,General Assembly,9,Fran Zimmer,Democratic,"1,476"
OCEAN,Long Beach Twp.,General Assembly,9,Fran Zimmer,Democratic,226
OCEAN,Ocean Gate Boro,General Assembly,9,Fran Zimmer,Democratic,182
OCEAN,Ocean Twp.,General Assembly,9,Fran Zimmer,Democratic,332
OCEAN,Pine Beach Boro,General Assembly,9,Fran Zimmer,Democratic,124
OCEAN,Seaside Park Boro,General Assembly,9,Fran Zimmer,Democratic,129
OCEAN,Ship Bottom Boro,General Assembly,9,Fran Zimmer,Democratic,76
OCEAN,South Toms River Boro,General Assembly,9,Fran Zimmer,Democratic,166
OCEAN,Stafford Twp.,General Assembly,9,Fran Zimmer,Democratic,"1,323"
OCEAN,Surf City Boro,General Assembly,9,Fran Zimmer,Democratic,72
OCEAN,Tuckerton Boro,General Assembly,9,Fran Zimmer,Democratic,134
OCEAN,COUNTY TOTAL,General Assembly,9,Fran Zimmer,Democratic,"9,894"
,DISTRICT TOTAL,General Assembly,9,Fran Zimmer,Democratic,"12,628"
OCEAN,Barnegat Light Boro,General Assembly,9,John Bingham,Democratic,46
OCEAN,Barnegat Twp,General Assembly,9,John Bingham,Democratic,"1,196"
OCEAN,Beach Haven Boro,General Assembly,9,John Bingham,Democratic,48
OCEAN,Beachwood Boro,General Assembly,9,John Bingham,Democratic,359
OCEAN,Berkeley Twp.,General Assembly,9,John Bingham,Democratic,"2,381"
OCEAN,Eagleswood Twp.,General Assembly,9,John Bingham,Democratic,45
OCEAN,Harvey Cedars Boro,General Assembly,9,John Bingham,Democratic,33
OCEAN,Lacey Twp.,General Assembly,9,John Bingham,Democratic,"1,342"
OCEAN,Little Egg Harbor Twp.,General Assembly,9,John Bingham,Democratic,"1,451"
OCEAN,Long Beach Twp.,General Assembly,9,John Bingham,Democratic,203
OCEAN,Ocean Gate Boro,General Assembly,9,John Bingham,Democratic,180
OCEAN,Ocean Twp.,General Assembly,9,John Bingham,Democratic,322
OCEAN,Pine Beach Boro,General Assembly,9,John Bingham,Democratic,131
OCEAN,Seaside Park Boro,General Assembly,9,John Bingham,Democratic,119
OCEAN,Ship Bottom Boro,General Assembly,9,John Bingham,Democratic,73
OCEAN,South Toms River Boro,General Assembly,9,John Bingham,Democratic,163
OCEAN,Stafford Twp.,General Assembly,9,John Bingham,Democratic,"1,297"
OCEAN,Surf City Boro,General Assembly,9,John Bingham,Democratic,74
OCEAN,Tuckerton Boro,General Assembly,9,John Bingham,Democratic,127
OCEAN,COUNTY TOTAL,General Assembly,9,John Bingham,Democratic,"9,590"
,DISTRICT TOTAL,General Assembly,9,John Bingham,Democratic,"12,171"
OCEAN,Bay Head Boro,General Assembly,10,Dave Wolfe,Republican,179
OCEAN,Brick Twp.,General Assembly,10,Dave Wolfe,Republican,"6,310"
OCEAN,Island Heights Boro,General Assembly,10,Dave Wolfe,Republican,273
OCEAN,Lakehurst Boro,General Assembly,10,Dave Wolfe,Republican,145
OCEAN,Lavallette Boro,General Assembly,10,Dave Wolfe,Republican,349
OCEAN,Manchester Twp.,General Assembly,10,Dave Wolfe,Republican,"3,670"
OCEAN,Mantoloking Boro,General Assembly,10,Dave Wolfe,Republican,112
OCEAN,Pt. Pleasant Beach Boro,General Assembly,10,Dave Wolfe,Republican,644
OCEAN,Seaside Heights Boro,General Assembly,10,Dave Wolfe,Republican,159
OCEAN,Toms River Twp.,General Assembly,10,Dave Wolfe,Republican,"8,041"
OCEAN,COUNTY TOTAL,General Assembly,10,Dave Wolfe,Republican,"19,882"
,DISTRICT TOTAL,General Assembly,10,Dave Wolfe,Republican,"19,882"
OCEAN,Bay Head Boro,General Assembly,10,Gregory P. McGuckin,Republican,171
OCEAN,Brick Twp.,General Assembly,10,Gregory P. McGuckin,Republican,"5,623"
OCEAN,Island Heights Boro,General Assembly,10,Gregory P. McGuckin,Republican,253
OCEAN,Lakehurst Boro,General Assembly,10,Gregory P. McGuckin,Republican,134
OCEAN,Lavallette Boro,General Assembly,10,Gregory P. McGuckin,Republican,321
OCEAN,Manchester Twp.,General Assembly,10,Gregory P. McGuckin,Republican,"3,485"
OCEAN,Mantoloking Boro,General Assembly,10,Gregory P. McGuckin,Republican,107
OCEAN,Pt. Pleasant Beach Boro,General Assembly,10,Gregory P. McGuckin,Republican,599
OCEAN,Seaside Heights Boro,General Assembly,10,Gregory P. McGuckin,Republican,144
OCEAN,Toms River Twp.,General Assembly,10,Gregory P. McGuckin,Republican,"7,706"
OCEAN,COUNTY TOTAL,General Assembly,10,Gregory P. McGuckin,Republican,"18,543"
,DISTRICT TOTAL,General Assembly,10,Gregory P. McGuckin,Republican,"18,543"
OCEAN,Bay Head Boro,General Assembly,10,Valter Must,Democratic,54
OCEAN,Brick Twp.,General Assembly,10,Valter Must,Democratic,"4,588"
OCEAN,Island Heights Boro,General Assembly,10,Valter Must,Democratic,200
OCEAN,Lakehurst Boro,General Assembly,10,Valter Must,Democratic,34
OCEAN,Lavallette Boro,General Assembly,10,Valter Must,Democratic,102
OCEAN,Manchester Twp.,General Assembly,10,Valter Must,Democratic,"1,877"
OCEAN,Mantoloking Boro,General Assembly,10,Valter Must,Democratic,21
OCEAN,Pt. Pleasant Beach Boro,General Assembly,10,Valter Must,Democratic,219
OCEAN,Seaside Heights Boro,General Assembly,10,Valter Must,Democratic,33
OCEAN,Toms River Twp.,General Assembly,10,Valter Must,Democratic,"4,385"
OCEAN,COUNTY TOTAL,General Assembly,10,Valter Must,Democratic,"11,513"
,DISTRICT TOTAL,General Assembly,10,Valter Must,Democratic,"11,513"
OCEAN,Bay Head Boro,General Assembly,10,Kimberley S. Casten,Democratic,58
OCEAN,Brick Twp.,General Assembly,10,Kimberley S. Casten,Democratic,"5,095"
OCEAN,Island Heights Boro,General Assembly,10,Kimberley S. Casten,Democratic,209
OCEAN,Lakehurst Boro,General Assembly,10,Kimberley S. Casten,Democratic,41
OCEAN,Lavallette Boro,General Assembly,10,Kimberley S. Casten,Democratic,121
OCEAN,Manchester Twp.,General Assembly,10,Kimberley S. Casten,Democratic,"1,896"
OCEAN,Mantoloking Boro,General Assembly,10,Kimberley S. Casten,Democratic,19
OCEAN,Pt. Pleasant Beach Boro,General Assembly,10,Kimberley S. Casten,Democratic,239
OCEAN,Seaside Heights Boro,General Assembly,10,Kimberley S. Casten,Democratic,40
OCEAN,Toms River Twp.,General Assembly,10,Kimberley S. Casten,Democratic,"4,584"
OCEAN,COUNTY TOTAL,General Assembly,10,Kimberley S. Casten,Democratic,"12,302"
,DISTRICT TOTAL,General Assembly,10,Kimberley S. Casten,Democratic,"12,302"
MONMOUTH,Allenhurst Boro,General Assembly,11,Mary Pat Angelini,Republican,83
MONMOUTH,Asbury Park City,General Assembly,11,Mary Pat Angelini,Republican,292
MONMOUTH,Colts Neck Twp.,General Assembly,11,Mary Pat Angelini,Republican,"1,046"
MONMOUTH,Deal Boro,General Assembly,11,Mary Pat Angelini,Republican,55
MONMOUTH,Eatontown Boro,General Assembly,11,Mary Pat Angelini,Republican,999
MONMOUTH,Freehold Boro,General Assembly,11,Mary Pat Angelini,Republican,535
MONMOUTH,Freehold Twp.,General Assembly,11,Mary Pat Angelini,Republican,"2,663"
MONMOUTH,Interlaken Boro,General Assembly,11,Mary Pat Angelini,Republican,171
MONMOUTH,Loch Arbour Village,General Assembly,11,Mary Pat Angelini,Republican,19
MONMOUTH,Long Branch City,General Assembly,11,Mary Pat Angelini,Republican,868
MONMOUTH,Neptune City Boro,General Assembly,11,Mary Pat Angelini,Republican,639
MONMOUTH,Neptune Twp.,General Assembly,11,Mary Pat Angelini,Republican,"1,663"
MONMOUTH,Ocean Twp.,General Assembly,11,Mary Pat Angelini,Republican,"2,124"
MONMOUTH,Red Bank Boro,General Assembly,11,Mary Pat Angelini,Republican,876
MONMOUTH,Shrewsbury Boro,General Assembly,11,Mary Pat Angelini,Republican,429
MONMOUTH,Shrewsbury Twp.,General Assembly,11,Mary Pat Angelini,Republican,68
MONMOUTH,Tinton Falls Boro,General Assembly,11,Mary Pat Angelini,Republican,"1,464"
MONMOUTH,West Long Branch Boro,General Assembly,11,Mary Pat Angelini,Republican,659
MONMOUTH,COUNTY TOTAL,General Assembly,11,Mary Pat Angelini,Republican,"14,653"
,DISTRICT TOTAL,General Assembly,11,Mary Pat Angelini,Republican,"14,653"
MONMOUTH,Allenhurst Boro,General Assembly,11,Caroline Casagrande,Republican,80
MONMOUTH,Asbury Park City,General Assembly,11,Caroline Casagrande,Republican,258
MONMOUTH,Colts Neck Twp.,General Assembly,11,Caroline Casagrande,Republican,"1,054"
MONMOUTH,Deal Boro,General Assembly,11,Caroline Casagrande,Republican,53
MONMOUTH,Eatontown Boro,General Assembly,11,Caroline Casagrande,Republican,981
MONMOUTH,Freehold Boro,General Assembly,11,Caroline Casagrande,Republican,547
MONMOUTH,Freehold Twp.,General Assembly,11,Caroline Casagrande,Republican,"2,644"
MONMOUTH,Interlaken Boro,General Assembly,11,Caroline Casagrande,Republican,166
MONMOUTH,Loch Arbour Village,General Assembly,11,Caroline Casagrande,Republican,20
MONMOUTH,Long Branch City,General Assembly,11,Caroline Casagrande,Republican,837
MONMOUTH,Neptune City Boro,General Assembly,11,Caroline Casagrande,Republican,631
MONMOUTH,Neptune Twp.,General Assembly,11,Caroline Casagrande,Republican,"1,615"
MONMOUTH,Ocean Twp.,General Assembly,11,Caroline Casagrande,Republican,"2,064"
MONMOUTH,Red Bank Boro,General Assembly,11,Caroline Casagrande,Republican,882
MONMOUTH,Shrewsbury Boro,General Assembly,11,Caroline Casagrande,Republican,428
MONMOUTH,Shrewsbury Twp.,General Assembly,11,Caroline Casagrande,Republican,67
MONMOUTH,Tinton Falls Boro,General Assembly,11,Caroline Casagrande,Republican,"1,442"
MONMOUTH,West Long Branch Boro,General Assembly,11,Caroline Casagrande,Republican,649
MONMOUTH,COUNTY TOTAL,General Assembly,11,Caroline Casagrande,Republican,"14,418"
,DISTRICT TOTAL,General Assembly,11,Caroline Casagrande,Republican,"14,418"
MONMOUTH,Allenhurst Boro,General Assembly,11,Eric Houghtaling,Democratic,26
MONMOUTH,Asbury Park City,General Assembly,11,Eric Houghtaling,Democratic,"1,040"
MONMOUTH,Colts Neck Twp.,General Assembly,11,Eric Houghtaling,Democratic,338
MONMOUTH,Deal Boro,General Assembly,11,Eric Houghtaling,Democratic,28
MONMOUTH,Eatontown Boro,General Assembly,11,Eric Houghtaling,Democratic,875
MONMOUTH,Freehold Boro,General Assembly,11,Eric Houghtaling,Democratic,729
MONMOUTH,Freehold Twp.,General Assembly,11,Eric Houghtaling,Democratic,"2,001"
MONMOUTH,Interlaken Boro,General Assembly,11,Eric Houghtaling,Democratic,96
MONMOUTH,Loch Arbour Village,General Assembly,11,Eric Houghtaling,Democratic,19
MONMOUTH,Long Branch City,General Assembly,11,Eric Houghtaling,Democratic,"1,380"
MONMOUTH,Neptune City Boro,General Assembly,11,Eric Houghtaling,Democratic,578
MONMOUTH,Neptune Twp.,General Assembly,11,Eric Houghtaling,Democratic,"2,845"
MONMOUTH,Ocean Twp.,General Assembly,11,Eric Houghtaling,Democratic,"1,826"
MONMOUTH,Red Bank Boro,General Assembly,11,Eric Houghtaling,Democratic,"1,034"
MONMOUTH,Shrewsbury Boro,General Assembly,11,Eric Houghtaling,Democratic,286
MONMOUTH,Shrewsbury Twp.,General Assembly,11,Eric Houghtaling,Democratic,119
MONMOUTH,Tinton Falls Boro,General Assembly,11,Eric Houghtaling,Democratic,"1,449"
MONMOUTH,West Long Branch Boro,General Assembly,11,Eric Houghtaling,Democratic,480
MONMOUTH,COUNTY TOTAL,General Assembly,11,Eric Houghtaling,Democratic,"15,149"
,DISTRICT TOTAL,General Assembly,11,Eric Houghtaling,Democratic,"15,149"
MONMOUTH,Allenhurst Boro,General Assembly,11,Joann Downey,Democratic,26
MONMOUTH,Asbury Park City,General Assembly,11,Joann Downey,Democratic,"1,035"
MONMOUTH,Colts Neck Twp.,General Assembly,11,Joann Downey,Democratic,343
MONMOUTH,Deal Boro,General Assembly,11,Joann Downey,Democratic,26
MONMOUTH,Eatontown Boro,General Assembly,11,Joann Downey,Democratic,889
MONMOUTH,Freehold Boro,General Assembly,11,Joann Downey,Democratic,725
MONMOUTH,Freehold Twp.,General Assembly,11,Joann Downey,Democratic,"1,970"
MONMOUTH,Interlaken Boro,General Assembly,11,Joann Downey,Democratic,95
MONMOUTH,Loch Arbour Village,General Assembly,11,Joann Downey,Democratic,19
MONMOUTH,Long Branch City,General Assembly,11,Joann Downey,Democratic,"1,369"
MONMOUTH,Neptune City Boro,General Assembly,11,Joann Downey,Democratic,536
MONMOUTH,Neptune Twp.,General Assembly,11,Joann Downey,Democratic,"2,738"
MONMOUTH,Ocean Twp.,General Assembly,11,Joann Downey,Democratic,"1,800"
MONMOUTH,Red Bank Boro,General Assembly,11,Joann Downey,Democratic,"1,024"
MONMOUTH,Shrewsbury Boro,General Assembly,11,Joann Downey,Democratic,283
MONMOUTH,Shrewsbury Twp.,General Assembly,11,Joann Downey,Democratic,116
