county,precinct,office,district,party,candidate,votes,election_day,mail,military,provisional,emergency
Sussex,0068 OGDENSBURG BORO 2,U.S. House,11,REP,Jay Webber,260,238,22,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. House,11,DEM,Mikie Sherrill,202,177,22,2,1,0
Sussex,0068 OGDENSBURG BORO 2,U.S. House,11,HIC,Robert F. Crook,12,12,0,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. House,11,LIB,Ryan Martinez,3,3,0,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. House,11,,Write-ins,1,1,0,0,0,0
Sussex,0069 SANDYSTON TWP,,,,Registered Voters,1513,,,,,
Sussex,0069 SANDYSTON TWP,,,,Ballots Cast,923,817,101,0,5,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,REP,Bob Hugin,615,563,48,0,4,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,DEM,Robert Menendez,261,215,45,0,1,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,LIB,Murray Sabrin,11,9,2,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,FTP,Natalie Lynn Rivera,8,5,3,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,GRN,Madelyn R. Hoffman,10,10,0,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. House,5,REP,"John J. McCann, Jr.",550,503,44,0,3,0
Sussex,0069 SANDYSTON TWP,U.S. House,5,DEM,Josh Gottheimer,344,293,50,0,1,0
Sussex,0069 SANDYSTON TWP,U.S. House,5,THE,Wendy W. Goetz,15,11,4,0,0,0
Sussex,0069 SANDYSTON TWP,U.S. House,5,LIB,James Tosone,7,6,0,0,1,0
Sussex,0069 SANDYSTON TWP,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0070 SPARTA TWP 1,,,,Registered Voters,1504,,,,,
Sussex,0070 SPARTA TWP 1,,,,Ballots Cast,899,754,135,0,10,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,REP,Bob Hugin,548,465,78,0,5,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,DEM,Robert Menendez,299,242,52,0,5,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,LIB,Murray Sabrin,19,17,2,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,NDN,Tricia Flanagan,8,7,1,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,10,8,2,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,7,7,0,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. House,11,REP,Jay Webber,485,416,66,0,3,0
Sussex,0070 SPARTA TWP 1,U.S. House,11,DEM,Mikie Sherrill,391,318,67,0,6,0
Sussex,0070 SPARTA TWP 1,U.S. House,11,HIC,Robert F. Crook,12,11,1,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. House,11,LIB,Ryan Martinez,7,7,0,0,0,0
Sussex,0070 SPARTA TWP 1,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0071 SPARTA TWP 2,,,,Registered Voters,856,,,,,
Sussex,0071 SPARTA TWP 2,,,,Ballots Cast,534,472,57,1,4,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,REP,Bob Hugin,260,241,17,0,2,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,DEM,Robert Menendez,242,208,31,1,2,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,LIB,Murray Sabrin,15,12,3,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,NDN,Tricia Flanagan,1,0,1,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,3,2,1,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,7,4,3,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. House,11,REP,Jay Webber,223,209,13,0,1,0
Sussex,0071 SPARTA TWP 2,U.S. House,11,DEM,Mikie Sherrill,293,249,40,1,3,0
Sussex,0071 SPARTA TWP 2,U.S. House,11,HIC,Robert F. Crook,7,6,1,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. House,11,LIB,Ryan Martinez,9,7,2,0,0,0
Sussex,0071 SPARTA TWP 2,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0072 SPARTA TWP 3,,,,Registered Voters,1356,,,,,
Sussex,0072 SPARTA TWP 3,,,,Ballots Cast,777,653,114,1,9,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,REP,Bob Hugin,483,420,56,0,7,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,DEM,Robert Menendez,258,203,52,1,2,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,LIB,Murray Sabrin,11,9,2,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,6,5,1,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,ECG,Hank Schroeder,3,2,1,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,7,7,0,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. House,11,REP,Jay Webber,425,369,49,0,7,0
Sussex,0072 SPARTA TWP 3,U.S. House,11,DEM,Mikie Sherrill,333,269,61,1,2,0
Sussex,0072 SPARTA TWP 3,U.S. House,11,HIC,Robert F. Crook,11,10,1,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. House,11,LIB,Ryan Martinez,4,2,2,0,0,0
Sussex,0072 SPARTA TWP 3,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0073 SPARTA TWP 4,,,,Registered Voters,831,,,,,
Sussex,0073 SPARTA TWP 4,,,,Ballots Cast,514,448,59,2,5,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,REP,Bob Hugin,300,262,34,0,4,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,DEM,Robert Menendez,190,167,21,1,1,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,LIB,Murray Sabrin,5,3,1,1,0,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,GRN,Madelyn R. Hoffman,4,3,1,0,0,0
Sussex,0073 SPARTA TWP 4,U.S. Senate,,,Write-ins,2,2,0,0,0,0
Sussex,0073 SPARTA TWP 4,U.S. House,11,REP,Jay Webber,262,230,30,0,2,0
Sussex,0073 SPARTA TWP 4,U.S. House,11,DEM,Mikie Sherrill,242,210,28,1,3,0
Sussex,0073 SPARTA TWP 4,U.S. House,11,HIC,Robert F. Crook,1,1,0,0,0,0
Sussex,0073 SPARTA TWP 4,U.S. House,11,LIB,Ryan Martinez,7,6,0,1,0,0
Sussex,0073 SPARTA TWP 4,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0074 SPARTA TWP 5,,,,Registered Voters,1079,,,,,
Sussex,0074 SPARTA TWP 5,,,,Ballots Cast,641,554,77,0,10,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,REP,Bob Hugin,344,313,25,0,6,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,DEM,Robert Menendez,271,222,47,0,2,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,LIB,Murray Sabrin,8,7,1,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,MIS,Kevin Kimple,2,1,0,0,1,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,FTP,Natalie Lynn Rivera,5,4,1,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,ECG,Hank Schroeder,2,1,1,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,GRN,Madelyn R. Hoffman,2,1,1,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. Senate,,,Write-ins,1,0,1,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. House,11,REP,Jay Webber,302,274,22,0,6,0
Sussex,0074 SPARTA TWP 5,U.S. House,11,DEM,Mikie Sherrill,329,271,55,0,3,0
Sussex,0074 SPARTA TWP 5,U.S. House,11,HIC,Robert F. Crook,4,4,0,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. House,11,LIB,Ryan Martinez,5,5,0,0,0,0
Sussex,0074 SPARTA TWP 5,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0075 SPARTA TWP 6,,,,Registered Voters,793,,,,,
Sussex,0075 SPARTA TWP 6,,,,Ballots Cast,510,431,76,0,3,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,REP,Bob Hugin,303,265,35,0,3,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,DEM,Robert Menendez,192,154,38,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,LIB,Murray Sabrin,1,1,0,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,NDN,Tricia Flanagan,3,2,1,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,GRN,Madelyn R. Hoffman,5,3,2,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. House,11,REP,Jay Webber,270,234,33,0,3,0
Sussex,0075 SPARTA TWP 6,U.S. House,11,DEM,Mikie Sherrill,231,188,43,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. House,11,HIC,Robert F. Crook,5,5,0,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. House,11,LIB,Ryan Martinez,2,2,0,0,0,0
Sussex,0075 SPARTA TWP 6,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0076 SPARTA TWP 7,,,,Registered Voters,1249,,,,,
Sussex,0076 SPARTA TWP 7,,,,Ballots Cast,759,645,107,0,7,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,REP,Bob Hugin,468,404,59,0,5,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,DEM,Robert Menendez,258,213,43,0,2,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,LIB,Murray Sabrin,11,9,2,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,MIS,Kevin Kimple,3,2,1,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,NDN,Tricia Flanagan,4,3,1,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,FTP,Natalie Lynn Rivera,10,10,0,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. House,11,REP,Jay Webber,401,348,49,0,4,0
Sussex,0076 SPARTA TWP 7,U.S. House,11,DEM,Mikie Sherrill,338,281,54,0,3,0
Sussex,0076 SPARTA TWP 7,U.S. House,11,HIC,Robert F. Crook,10,8,2,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. House,11,LIB,Ryan Martinez,5,5,0,0,0,0
Sussex,0076 SPARTA TWP 7,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0077 SPARTA TWP 8,,,,Registered Voters,984,,,,,
Sussex,0077 SPARTA TWP 8,,,,Ballots Cast,600,515,80,0,5,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,REP,Bob Hugin,368,319,46,0,3,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,DEM,Robert Menendez,207,176,30,0,1,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,LIB,Murray Sabrin,12,10,1,0,1,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,MIS,Kevin Kimple,3,2,1,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,NDN,Tricia Flanagan,4,2,2,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,GRN,Madelyn R. Hoffman,4,4,0,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. House,11,REP,Jay Webber,332,284,45,0,3,0
Sussex,0077 SPARTA TWP 8,U.S. House,11,DEM,Mikie Sherrill,257,221,34,0,2,0
Sussex,0077 SPARTA TWP 8,U.S. House,11,HIC,Robert F. Crook,7,6,1,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. House,11,LIB,Ryan Martinez,4,4,0,0,0,0
Sussex,0077 SPARTA TWP 8,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0078 SPARTA TWP 9,,,,Registered Voters,841,,,,,
Sussex,0078 SPARTA TWP 9,,,,Ballots Cast,528,464,62,0,2,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,REP,Bob Hugin,302,270,31,0,1,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,DEM,Robert Menendez,209,180,28,0,1,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,LIB,Murray Sabrin,6,6,0,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,MIS,Kevin Kimple,2,1,1,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,NDN,Tricia Flanagan,4,2,2,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. House,11,REP,Jay Webber,251,225,26,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. House,11,DEM,Mikie Sherrill,262,225,35,0,2,0
Sussex,0078 SPARTA TWP 9,U.S. House,11,HIC,Robert F. Crook,5,4,1,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. House,11,LIB,Ryan Martinez,7,7,0,0,0,0
Sussex,0078 SPARTA TWP 9,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0079 SPARTA TWP 10,,,,Registered Voters,812,,,,,
Sussex,0079 SPARTA TWP 10,,,,Ballots Cast,471,382,83,0,6,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,REP,Bob Hugin,260,208,49,0,3,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,DEM,Robert Menendez,174,143,29,0,2,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,LIB,Murray Sabrin,7,5,1,0,1,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,NDN,Tricia Flanagan,4,3,1,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,FTP,Natalie Lynn Rivera,10,8,2,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,ECG,Hank Schroeder,3,2,1,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,GRN,Madelyn R. Hoffman,6,6,0,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. House,11,REP,Jay Webber,221,181,39,0,1,0
Sussex,0079 SPARTA TWP 10,U.S. House,11,DEM,Mikie Sherrill,233,187,41,0,5,0
Sussex,0079 SPARTA TWP 10,U.S. House,11,HIC,Robert F. Crook,7,5,2,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. House,11,LIB,Ryan Martinez,6,6,0,0,0,0
Sussex,0079 SPARTA TWP 10,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0080 SPARTA TWP 11,,,,Registered Voters,1148,,,,,
Sussex,0080 SPARTA TWP 11,,,,Ballots Cast,722,603,108,0,11,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,REP,Bob Hugin,433,371,57,0,5,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,DEM,Robert Menendez,252,203,45,0,4,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,LIB,Murray Sabrin,7,5,2,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,NDN,Tricia Flanagan,6,6,0,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,GRN,Madelyn R. Hoffman,8,4,2,0,2,0
Sussex,0080 SPARTA TWP 11,U.S. Senate,,,Write-ins,3,3,0,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. House,11,REP,Jay Webber,398,338,56,0,4,0
Sussex,0080 SPARTA TWP 11,U.S. House,11,DEM,Mikie Sherrill,315,256,52,0,7,0
Sussex,0080 SPARTA TWP 11,U.S. House,11,HIC,Robert F. Crook,3,3,0,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. House,11,LIB,Ryan Martinez,3,3,0,0,0,0
Sussex,0080 SPARTA TWP 11,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0081 SPARTA TWP 12,,,,Registered Voters,1707,,,,,
Sussex,0081 SPARTA TWP 12,,,,Ballots Cast,975,793,154,0,28,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,REP,Bob Hugin,610,522,74,0,14,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,DEM,Robert Menendez,315,230,72,0,13,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,LIB,Murray Sabrin,17,12,5,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,MIS,Kevin Kimple,4,4,0,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,NDN,Tricia Flanagan,11,11,0,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,FTP,Natalie Lynn Rivera,3,2,0,0,1,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,ECG,Hank Schroeder,3,1,2,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,GRN,Madelyn R. Hoffman,6,6,0,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. House,11,REP,Jay Webber,531,457,60,0,14,0
Sussex,0081 SPARTA TWP 12,U.S. House,11,DEM,Mikie Sherrill,417,315,88,0,14,0
Sussex,0081 SPARTA TWP 12,U.S. House,11,HIC,Robert F. Crook,10,10,0,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. House,11,LIB,Ryan Martinez,10,6,4,0,0,0
Sussex,0081 SPARTA TWP 12,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0082 SPARTA TWP 13,,,,Registered Voters,1306,,,,,
Sussex,0082 SPARTA TWP 13,,,,Ballots Cast,764,651,107,0,6,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,REP,Bob Hugin,442,386,54,0,2,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,DEM,Robert Menendez,285,235,46,0,4,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,LIB,Murray Sabrin,12,11,1,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,NDN,Tricia Flanagan,7,7,0,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,FTP,Natalie Lynn Rivera,6,5,1,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,ECG,Hank Schroeder,1,0,1,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,GRN,Madelyn R. Hoffman,6,5,1,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. House,11,REP,Jay Webber,387,341,44,0,2,0
Sussex,0082 SPARTA TWP 13,U.S. House,11,DEM,Mikie Sherrill,363,298,61,0,4,0
Sussex,0082 SPARTA TWP 13,U.S. House,11,HIC,Robert F. Crook,6,5,1,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. House,11,LIB,Ryan Martinez,7,7,0,0,0,0
Sussex,0082 SPARTA TWP 13,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0083 SPARTA TWP 14,,,,Registered Voters,904,,,,,
Sussex,0083 SPARTA TWP 14,,,,Ballots Cast,562,441,113,1,7,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,REP,Bob Hugin,330,267,57,0,6,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,DEM,Robert Menendez,212,156,54,1,1,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,LIB,Murray Sabrin,3,2,1,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,FTP,Natalie Lynn Rivera,4,4,0,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,GRN,Madelyn R. Hoffman,1,1,0,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. House,11,REP,Jay Webber,286,235,48,0,3,0
Sussex,0083 SPARTA TWP 14,U.S. House,11,DEM,Mikie Sherrill,268,200,63,1,4,0
Sussex,0083 SPARTA TWP 14,U.S. House,11,HIC,Robert F. Crook,2,2,0,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. House,11,LIB,Ryan Martinez,3,2,1,0,0,0
Sussex,0083 SPARTA TWP 14,U.S. House,11,,Write-ins,2,1,1,0,0,0
Sussex,0084 STANHOPE BORO 1,,,,Registered Voters,779,,,,,
Sussex,0084 STANHOPE BORO 1,,,,Ballots Cast,441,391,45,1,4,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,REP,Bob Hugin,247,221,23,1,2,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,DEM,Robert Menendez,156,139,15,0,2,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,LIB,Murray Sabrin,11,10,1,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,MIS,Kevin Kimple,6,5,1,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,NDN,Tricia Flanagan,7,7,0,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,FTP,Natalie Lynn Rivera,4,2,2,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,GRN,Madelyn R. Hoffman,5,5,0,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. House,11,REP,Jay Webber,206,185,19,1,1,0
Sussex,0084 STANHOPE BORO 1,U.S. House,11,DEM,Mikie Sherrill,214,186,25,0,3,0
Sussex,0084 STANHOPE BORO 1,U.S. House,11,HIC,Robert F. Crook,11,11,0,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. House,11,LIB,Ryan Martinez,6,6,0,0,0,0
Sussex,0084 STANHOPE BORO 1,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0085 STANHOPE BORO 2,,,,Registered Voters,995,,,,,
Sussex,0085 STANHOPE BORO 2,,,,Ballots Cast,592,524,58,0,10,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,REP,Bob Hugin,320,290,27,0,3,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,DEM,Robert Menendez,224,193,26,0,5,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,LIB,Murray Sabrin,17,14,3,0,0,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,NDN,Tricia Flanagan,7,6,0,0,1,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,FTP,Natalie Lynn Rivera,10,8,2,0,0,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0085 STANHOPE BORO 2,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0085 STANHOPE BORO 2,U.S. House,11,REP,Jay Webber,263,236,24,0,3,0
Sussex,0085 STANHOPE BORO 2,U.S. House,11,DEM,Mikie Sherrill,301,263,32,0,6,0
Sussex,0085 STANHOPE BORO 2,U.S. House,11,HIC,Robert F. Crook,11,11,0,0,0,0
